settlement_id,payment_ids,utr,settled_amount,settled_at
setl_17779192,"pay_83031666,pay_44323026",UTR428595840246,4570.21,2026-08-29T00:27:20
setl_21396866,"pay_4981056,pay_44666071,pay_76181778,pay_4675376",UTR256845790266,11941.32,2026-09-02T22:26:20
setl_85154080,"pay_98409746,pay_38239232,pay_68795523",UTR526152133807,11660.94,2026-09-04T01:28:20
setl_44667015,"pay_94834614,pay_77069697,pay_7764395",UTR469247269225,9794.47,2026-08-29T23:14:20
setl_82982906,"pay_56344119,pay_2594861",UTR265811849022,5487.65,2026-08-29T07:23:20
setl_32469348,"pay_13618483,pay_6659916,pay_72794997,pay_88448701",UTR392288061775,14616.41,2026-08-27T18:44:20
setl_8212925,"pay_54491030,pay_77958164",UTR286907360688,2635.42,2026-09-01T11:39:20
setl_19551803,"pay_23364254,pay_34990253,pay_76230232",UTR752156807181,9418.23,2026-09-02T13:31:20
setl_46576178,"pay_85697204,pay_24383840,pay_93059622,pay_27221330",UTR375530263826,8755.35,2026-09-02T17:12:20
setl_57493176,"pay_10305327,pay_37121901",UTR612685854948,7297.11,2026-08-30T10:08:20
setl_45607961,"pay_36470636,pay_69677585",UTR445805135124,3835.54,2026-09-03T02:23:20
setl_89176973,"pay_48372743,pay_77159480",UTR168910473960,6058.26,2026-08-28T19:49:20
setl_3963273,"pay_38564882,pay_41328794,pay_29769269",UTR339297783900,9652.93,2026-09-03T18:17:20
setl_30047895,"pay_54266985,pay_62773511,pay_17432408,pay_15093848",UTR465962345380,13178.95,2026-08-30T02:47:20
setl_37394473,"pay_47648511,pay_54621463,pay_42573340",UTR552247437118,8246.3,2026-09-01T10:39:20
setl_71982432,"pay_33390057,pay_30962943,pay_97985166,pay_70938829",UTR388231611394,8683.54,2026-09-01T04:53:20
setl_43110350,"pay_97736796,pay_58099053",UTR313206455872,7271.33,2026-09-04T02:10:20
setl_54377754,"pay_81582170,pay_99029318",UTR419659841517,4911.63,2026-09-03T03:31:20
setl_33244645,"pay_58650507,pay_86610319,pay_50858111",UTR279576019418,11566.150000000001,2026-09-04T00:10:20
setl_72634383,"pay_79844208,pay_77144067",UTR49678040147,4711.59,2026-09-03T14:18:20
setl_13380313,"pay_96460615,pay_40484631,pay_35686649,pay_11792518",UTR740743406499,9773.28,2026-09-02T16:17:20
setl_7481486,"pay_58404109,pay_21579363",UTR408069073889,6369.51,2026-09-02T07:00:20
setl_978305,"pay_55841557,pay_83449689",UTR591553064764,7307.65,2026-09-03T04:32:20
setl_45566478,"pay_56214593,pay_67049131,pay_73745815,pay_54794923",UTR263600469120,10328.92,2026-08-31T05:18:20
setl_14646420,"pay_95772622,pay_27181082",UTR28539375801,2273.83,2026-08-30T18:52:20
setl_63962569,"pay_54675344,pay_83228779",UTR678128289789,6593.34,2026-09-02T15:07:20
setl_30385990,"pay_65602423,pay_64788170,pay_94744391",UTR673670590455,8474.51,2026-08-31T15:40:20
setl_9319516,"pay_13787047,pay_62303602",UTR248246766994,5281.200000000001,2026-09-04T06:16:20
setl_25583607,"pay_84833406,pay_53716846",UTR970145419110,5806.71,2026-08-31T14:48:20
setl_20989604,"pay_94479222,pay_28797025,pay_4385734,pay_2522353",UTR768837658905,9714.619999999999,2026-09-02T00:22:20
setl_23538140,"pay_87877897,pay_92510953,pay_42062826,pay_73562315",UTR921590745785,10789.66,2026-09-03T14:42:20
setl_72383044,"pay_20389079,pay_83755215",UTR820602836935,3417.6000000000004,2026-08-31T16:00:20
setl_52984973,"pay_35720792,pay_64031476,pay_95006861",UTR415196816485,2750.16,2026-09-01T18:14:20
setl_26863353,"pay_63181029,pay_48804469,pay_93789805,pay_3374940",UTR457826184873,5844.82,2026-09-02T06:29:20
setl_19368436,"pay_6240707,pay_22809675",UTR978934168598,8244.27,2026-08-26T14:49:20
setl_40632508,"pay_6107823,pay_21373375,pay_64708057",UTR475024320883,2694.84,2026-09-02T04:07:20
setl_66374021,"pay_12397150,pay_8704753,pay_34222615,pay_59138494",UTR565519602154,15704.39,2026-09-01T09:17:20
setl_1853649,"pay_44537549,pay_83982017,pay_57944256,pay_26599117",UTR489618339140,4614.34,2026-09-04T04:31:20
setl_60713499,"pay_88267043,pay_91401056,pay_83504084",UTR251986604837,4172.99,2026-08-31T20:15:20
setl_53407463,"pay_22769555,pay_49205119,pay_13056322,pay_10605979",UTR629441040956,9727.84,2026-09-04T03:15:20
setl_5742360,"pay_43720932,pay_2338110",UTR872744119763,6191.2,2026-08-24T20:34:20
setl_80710166,"pay_97303764,pay_38372635,pay_19244824,pay_63570499",UTR650959056180,11785.82,2026-09-02T04:29:20
setl_21650825,"pay_1475706,pay_48996704,pay_74628055",UTR937766422072,7909.540000000001,2026-08-30T05:38:20
setl_8740248,"pay_94756262,pay_79103211",UTR908397245045,1444.01,2026-09-01T06:50:20
setl_10573979,"pay_64555547,pay_95375878,pay_22482402,pay_91519625",UTR561204063671,8893.72,2026-08-29T06:21:20
setl_9323604,"pay_25126262,pay_66174964,pay_77956082",UTR657717510890,8157.3099999999995,2026-09-01T02:51:20
setl_17451895,"pay_37531938,pay_70986761,pay_19535413",UTR46475961262,9346.87,2026-09-01T08:07:20
setl_70178923,"pay_28067440,pay_32363870,pay_17848499,pay_81097052",UTR126981027690,10802.92,2026-09-01T14:51:20
setl_48984515,"pay_26324848,pay_42154926,pay_98919545,pay_53362468",UTR24415496340,11188.8,2026-09-01T17:46:20
setl_80283014,"pay_46747077,pay_10419635,pay_13676513",UTR358047083673,3985.58,2026-08-27T06:11:20
setl_31296025,"pay_95488108,pay_22408171,pay_26949613",UTR9571876724,7748.62,2026-08-28T16:04:20
setl_38676675,"pay_83027170,pay_92039888",UTR94001510926,1070.2,2026-09-02T06:16:20
setl_98186258,"pay_13758480,pay_18389049,pay_6442145",UTR934573215259,6953.2,2026-09-03T02:55:20
setl_44188433,"pay_82022630,pay_33495027",UTR410807480,5529.66,2026-08-29T22:27:20
setl_21491807,"pay_18792000,pay_16342087,pay_31009872,pay_69912271",UTR869537800290,11253.54,2026-08-29T14:08:20
setl_82285327,"pay_63254977,pay_99825158,pay_79519252,pay_95528832",UTR442254148589,8894.37,2026-09-02T04:34:20
setl_88160517,"pay_63160107,pay_57336801,pay_38982405,pay_45952495",UTR257619386667,11426.16,2026-09-02T11:24:20
setl_86003511,"pay_71175927,pay_31660932,pay_90713322,pay_45896398",UTR548485931124,6748.099999999999,2026-09-03T03:21:20
setl_44264307,"pay_12299971,pay_94333225",UTR144973935153,9318.56,2026-08-31T12:36:20
setl_90832258,"pay_8524260,pay_76316893",UTR702915203525,3787.0299999999997,2026-09-03T04:08:20
setl_82825984,"pay_86160695,pay_97003981,pay_47535728",UTR111613858897,10258.19,2026-08-30T17:39:20
setl_12348222,"pay_53165053,pay_48695855,pay_28029163,pay_49553861",UTR529874556806,8840.0,2026-08-31T04:16:20
setl_64061096,"pay_52561608,pay_64591256,pay_85447039",UTR988423746075,8746.05,2026-09-04T00:35:20
setl_9353111,"pay_32988343,pay_94173541,pay_21168140",UTR679938702146,4490.21,2026-09-02T20:37:20
setl_55489234,"pay_51864358,pay_19271434,pay_51541938,pay_53888415",UTR805506118270,11386.99,2026-08-31T08:54:20
setl_2126073,"pay_63253590,pay_62570847,pay_84915640,pay_40570506",UTR663663961068,12464.84,2026-09-01T17:12:20
setl_47050651,"pay_13383228,pay_43662375,pay_35559859,pay_37489943",UTR380642539087,5402.2,2026-09-03T10:34:20
setl_29792781,"pay_93075771,pay_85236956,pay_51981870",UTR138387116578,6104.6,2026-09-02T23:10:20
setl_65303759,"pay_93501499,pay_35164170,pay_20438469,pay_54510258",UTR231334912572,13046.49,2026-09-03T00:41:20
setl_65474560,"pay_68441903,pay_49390579,pay_25588561",UTR290026668776,12657.48,2026-09-02T22:33:20
setl_6307380,"pay_5524880,pay_75150360,pay_8633497",UTR424422075409,9091.71,2026-09-03T04:03:20
setl_66381765,"pay_13398214,pay_96228906",UTR819575093806,5533.69,2026-08-24T23:39:20
setl_22650773,"pay_4774019,pay_7933482,pay_89692947",UTR831028573205,6833.139999999999,2026-09-03T06:09:20
setl_67669280,"pay_77665985,pay_52360622",UTR30224553299,1235.5900000000001,2026-09-01T20:02:20
setl_54322263,"pay_91746663,pay_88824629,pay_53063754,pay_79420249",UTR703868148482,3403.39,2026-08-31T16:29:20
setl_60050684,"pay_5924990,pay_55053919,pay_31298186",UTR563864074068,3359.08,2026-09-03T06:33:20
setl_6134874,"pay_20978718,pay_38208975,pay_43953895",UTR948972522018,8813.89,2026-08-29T22:50:20
setl_6636579,"pay_52789309,pay_25643082,pay_38092511,pay_89806835",UTR28102187169,11720.119999999999,2026-09-01T19:26:20
setl_8792041,"pay_47365417,pay_63644457,pay_47956902,pay_86986701",UTR369189509728,11525.61,2026-09-03T03:11:20
setl_82061633,"pay_28406794,pay_58523844,pay_94663405,pay_77042370",UTR491272255395,15530.08,2026-08-29T06:54:20
setl_72796383,"pay_51019292,pay_20452113,pay_94434956",UTR117446139497,4519.19,2026-09-01T12:53:20
setl_87292849,"pay_1242669,pay_1384022,pay_31863888",UTR620117583756,7893.83,2026-09-03T05:05:20
setl_24411086,"pay_58163012,pay_98241768",UTR679162607167,3896.46,2026-09-02T03:51:20
setl_29066573,"pay_44742503,pay_81505814,pay_38505926,pay_6949909",UTR412530294723,10176.529999999999,2026-09-02T10:46:20
setl_53929371,"pay_90362504,pay_19256897,pay_61989712",UTR905020574279,4123.66,2026-09-03T03:40:20
setl_9878209,"pay_44539469,pay_98503111,pay_93520823,pay_57189641",UTR324384110186,8713.62,2026-08-30T09:04:20
setl_39059830,"pay_42404657,pay_59054822,pay_75563047,pay_40180175",UTR425995979158,13059.65,2026-08-30T14:42:20
setl_56802477,"pay_91971303,pay_39315963,pay_76360747",UTR72287046727,8211.630000000001,2026-09-02T03:18:20
setl_81057897,"pay_91961657,pay_48206311,pay_45768171,pay_5833854",UTR748459679774,7635.700000000001,2026-09-03T16:30:20
setl_83709992,"pay_20807505,pay_14901278,pay_50467877,pay_21132819",UTR251149973381,7672.17,2026-09-02T02:21:20
setl_224449,"pay_70622882,pay_55534131,pay_16487657",UTR399344164128,10043.77,2026-09-01T10:26:20
setl_57363356,"pay_62293156,pay_18435440",UTR721995644717,6243.62,2026-08-31T15:40:20
setl_49146258,"pay_54419381,pay_94586324,pay_94748839",UTR415860611008,6307.89,2026-08-30T00:50:20
setl_13709252,"pay_33495492,pay_65242685,pay_11946926,pay_84057765",UTR717341770036,11784.57,2026-09-02T18:22:20
setl_85089062,"pay_1148187,pay_28358843,pay_52689167",UTR669624851048,3316.09,2026-09-02T16:06:20
setl_41583537,"pay_63612901,pay_19713988,pay_70294031,pay_74221058",UTR905020574279,13693.5,2026-09-01T15:56:20
setl_5787624,"pay_68393453,pay_36912959,pay_37872266",UTR204091482639,4357.889999999999,2026-08-31T17:32:20
setl_7385605,"pay_1606688,pay_82396473",UTR910253031765,7436.79,2026-09-02T17:46:20
setl_1814168,"pay_39696996,pay_75077846,pay_22315019,pay_59079375",UTR828694495155,15122.710000000001,2026-08-26T14:37:20
setl_32162597,"pay_44427796,pay_25219292,pay_59436776",UTR954983414749,4787.91,2026-08-31T13:49:20
setl_71953771,"pay_82891962,pay_39678199,pay_80765734,pay_98139525",UTR644093619742,5860.4800000000005,2026-09-03T19:28:20
setl_11212334,"pay_41700360,pay_18701120,pay_95629780,pay_99333482",UTR10629746285,9098.0,2026-09-03T09:56:20
setl_88297664,"pay_56850390,pay_17856144,pay_79468940",UTR870551400933,6784.209999999999,2026-09-02T19:41:20
setl_86743585,"pay_47589647,pay_53248425,pay_27349969",UTR144339323072,8320.23,2026-08-31T10:31:20
setl_55392139,"pay_3383264,pay_99107059",UTR212346047261,6944.6,2026-08-30T03:14:20
setl_43363945,"pay_48844156,pay_30831802,pay_18588497",UTR889577676896,4632.58,2026-09-01T06:07:20
setl_62884070,"pay_47240833,pay_30417015,pay_73612128",UTR704696263258,9532.74,2026-08-29T03:00:20
setl_89645803,"pay_52504800,pay_99076260,pay_62927641,pay_33032272",UTR662352002749,9956.41,2026-09-01T01:17:20
setl_25614997,"pay_63213544,pay_42577238",UTR831420020319,4932.66,2026-09-02T09:38:20
setl_41044340,"pay_21789050,pay_59715046,pay_12671516",UTR906346332967,6450.389999999999,2026-09-04T06:24:20
setl_32749425,"pay_37233122,pay_71294066,pay_77377668",UTR438316272539,7276.63,2026-08-31T07:00:20
setl_51833630,"pay_59402665,pay_12788176",UTR55815134894,2301.59,2026-09-02T05:17:20
setl_10335482,"pay_32239511,pay_79899630",UTR97268151507,6006.17,2026-09-03T13:24:20
setl_36127103,"pay_19120608,pay_24135630,pay_86224786,pay_97884846",UTR992890450066,10722.41,2026-09-01T14:43:20
setl_86552458,"pay_51346902,pay_62665920,pay_75179216",UTR885105760508,14012.810000000001,2026-09-03T05:31:20
setl_95966232,"pay_36062250,pay_31137264,pay_1136227",UTR402635222024,5183.39,2026-08-31T14:05:20
setl_2061579,"pay_990177,pay_32567790,pay_29485593,pay_17961066",UTR679162607167,9073.050000000001,2026-09-01T09:10:20
setl_26254916,"pay_75924813,pay_22832499,pay_99133355,pay_55383875",UTR238150957763,14274.720000000001,2026-08-31T20:44:20
setl_61586334,"pay_45100421,pay_24008269",UTR687125749860,6771.58,2026-09-02T07:10:20
setl_13424804,"pay_98460380,pay_8180334",UTR908331290871,4670.95,2026-08-29T17:36:20
setl_50211657,"pay_55938063,pay_85835316,pay_81661915,pay_31262019",UTR35393890538,12070.54,2026-08-29T11:37:20
setl_47807461,"pay_31808000,pay_45253637,pay_36979115",UTR699694315740,9540.57,2026-09-01T12:54:20
