order_id,amount,fee,tax,currency,created_at,status
order_66856824,3206.68,64.13,11.54,INR,2026-08-24T08:11:20,created
order_78748242,518.47,10.37,1.87,INR,2026-08-24T08:57:20,created
order_36400640,3328.1,66.56,11.98,INR,2026-08-24T09:36:20,created
order_23458076,1941.2,38.82,6.99,INR,2026-08-24T09:52:20,created
order_84512808,635.06,12.7,2.29,INR,2026-08-24T10:47:20,created
order_67305917,1923.29,38.47,6.92,INR,2026-08-24T11:40:20,created
order_7188816,4857.24,97.14,17.49,INR,2026-08-24T11:54:20,created
order_3465282,350.05,7.0,1.26,INR,2026-08-24T12:19:20,created
order_60700044,926.08,18.52,3.33,INR,2026-08-24T13:14:20,created
order_15873955,3990.45,79.81,14.37,INR,2026-08-24T13:39:20,created
order_51510473,1012.76,20.26,3.65,INR,2026-08-24T13:47:20,created
order_69185363,2870.09,57.4,10.33,INR,2026-08-24T14:36:20,created
order_89231352,4270.81,85.42,15.38,INR,2026-08-24T14:52:20,created
order_14898868,4760.07,95.2,17.14,INR,2026-08-24T15:13:20,created
order_70637275,3034.97,60.7,10.93,INR,2026-08-24T16:13:20,created
order_31437338,4889.62,97.79,17.6,INR,2026-08-24T16:58:20,created
order_88641552,2875.16,57.5,10.35,INR,2026-08-24T17:47:20,created
order_61365136,4467.83,89.36,16.08,INR,2026-08-24T18:32:20,created
order_45057282,3887.85,77.76,14.0,INR,2026-08-24T19:29:20,created
order_39949601,3785.8,75.72,13.63,INR,2026-08-24T20:00:20,created
order_38825382,808.0,16.16,2.91,INR,2026-08-24T20:15:20,created
order_55804427,354.18,7.08,1.27,INR,2026-08-24T21:09:20,created
order_72009923,590.92,11.82,2.13,INR,2026-08-24T21:20:20,created
order_21016012,4512.89,90.26,16.25,INR,2026-08-24T22:14:20,created
order_96855440,3260.94,65.22,11.74,INR,2026-08-24T22:20:20,created
order_1514993,2460.56,49.21,8.86,INR,2026-08-24T22:31:20,created
order_45061860,2190.93,43.82,7.89,INR,2026-08-24T23:30:20,created
order_32990285,1961.62,39.23,7.06,INR,2026-08-24T23:53:20,created
order_42619837,499.85,10.0,1.8,INR,2026-08-25T00:10:20,created
order_27048022,889.64,17.79,3.2,INR,2026-08-25T00:45:20,created
order_21875893,1431.58,28.63,5.15,INR,2026-08-25T00:57:20,created
order_89168864,3624.87,72.5,13.05,INR,2026-08-25T01:39:20,created
order_17383635,3551.91,71.04,12.79,INR,2026-08-25T02:19:20,created
order_23076207,4616.85,92.34,16.62,INR,2026-08-25T02:49:20,created
order_67688054,339.22,6.78,1.22,INR,2026-08-25T03:37:20,created
order_38203309,2313.68,46.27,8.33,INR,2026-08-25T04:29:20,created
order_95580980,3370.14,67.4,12.13,INR,2026-08-25T04:52:20,created
order_86993833,4979.26,99.59,17.93,INR,2026-08-25T05:40:20,created
order_75141028,3100.55,62.01,11.16,INR,2026-08-25T06:38:20,created
order_92208241,4178.76,83.58,15.04,INR,2026-08-25T07:19:20,created
order_94204409,4123.47,82.47,14.84,INR,2026-08-25T08:09:20,created
order_81575456,4622.21,92.44,16.64,INR,2026-08-25T08:48:20,created
order_509755,1400.41,28.01,5.04,INR,2026-08-25T08:53:20,created
order_76456980,2897.31,57.95,10.43,INR,2026-08-25T09:42:20,created
order_68187158,3461.39,69.23,12.46,INR,2026-08-25T10:28:20,created
order_39384459,3371.12,67.42,12.14,INR,2026-08-25T10:38:20,created
order_92390316,3815.02,76.3,13.73,INR,2026-08-25T11:01:20,created
order_36063784,126.95,2.54,0.46,INR,2026-08-25T11:45:20,created
order_92583660,173.14,3.46,0.62,INR,2026-08-25T12:35:20,created
order_28524243,646.1,12.92,2.33,INR,2026-08-25T13:04:20,created
order_65846007,2673.6,53.47,9.62,INR,2026-08-25T13:33:20,created
order_86846841,1680.28,33.61,6.05,INR,2026-08-25T13:43:20,created
order_23684326,2133.17,42.66,7.68,INR,2026-08-25T13:56:20,created
order_73173045,2858.37,57.17,10.29,INR,2026-08-25T14:46:20,created
order_69290040,4570.19,91.4,16.45,INR,2026-08-25T15:43:20,created
order_46635490,3101.62,62.03,11.17,INR,2026-08-25T16:12:20,created
order_67108534,3073.24,61.46,11.06,INR,2026-08-25T16:29:20,created
order_18356382,3295.73,65.91,11.86,INR,2026-08-25T16:46:20,created
order_16333408,615.86,12.32,2.22,INR,2026-08-25T16:52:20,created
order_9285896,2733.51,54.67,9.84,INR,2026-08-25T17:46:20,created
order_83065614,447.17,8.94,1.61,INR,2026-08-25T18:39:20,created
order_93323737,1411.01,28.22,5.08,INR,2026-08-25T19:27:20,created
order_15059567,4383.05,87.66,15.78,INR,2026-08-25T19:54:20,created
order_82986801,4554.96,91.1,16.4,INR,2026-08-25T20:46:20,created
order_44377981,3852.77,77.06,13.87,INR,2026-08-25T21:33:20,created
order_32987029,997.55,19.95,3.59,INR,2026-08-25T22:08:20,created
order_67319633,2300.05,46.0,8.28,INR,2026-08-25T22:20:20,created
order_83121635,2284.05,45.68,8.22,INR,2026-08-25T23:06:20,created
order_57301469,1097.95,21.96,3.95,INR,2026-08-25T23:58:20,created
order_43573009,2060.45,41.21,7.42,INR,2026-08-26T00:23:20,created
order_80281500,1088.09,21.76,3.92,INR,2026-08-26T01:18:20,created
order_4781993,1166.51,23.33,4.2,INR,2026-08-26T01:37:20,created
order_44047061,3048.91,60.98,10.98,INR,2026-08-26T01:51:20,created
order_29368407,1345.6,26.91,4.84,INR,2026-08-26T02:34:20,created
order_40883185,2551.3,51.03,9.19,INR,2026-08-26T02:44:20,created
order_24002567,1868.0,37.36,6.72,INR,2026-08-26T03:06:20,created
order_64321228,656.02,13.12,2.36,INR,2026-08-26T03:46:20,created
order_40884134,125.0,2.5,0.45,INR,2026-08-26T03:59:20,created
order_6425520,2395.24,47.9,8.62,INR,2026-08-26T04:48:20,created
order_67618618,2246.99,44.94,8.09,INR,2026-08-26T05:16:20,created
order_48389927,284.7,5.69,1.02,INR,2026-08-26T06:07:20,created
order_77539750,1852.79,37.06,6.67,INR,2026-08-26T06:14:20,created
order_42079043,2769.58,55.39,9.97,INR,2026-08-26T06:29:20,created
order_43289882,2557.85,51.16,9.21,INR,2026-08-26T07:26:20,created
order_50937397,4686.45,93.73,16.87,INR,2026-08-26T07:52:20,created
order_46665462,4725.03,94.5,17.01,INR,2026-08-26T08:32:20,created
order_95467483,4605.12,92.1,16.58,INR,2026-08-26T09:15:20,created
order_4276862,3055.32,61.11,11.0,INR,2026-08-26T09:26:20,created
order_82841125,68.77,1.38,0.25,INR,2026-08-26T10:02:20,created
order_21871249,4399.37,87.99,15.84,INR,2026-08-26T10:14:20,created
order_24220999,2026.44,40.53,7.3,INR,2026-08-26T11:09:20,created
order_4066534,1587.03,31.74,5.71,INR,2026-08-26T11:35:20,created
order_21701094,4422.42,88.45,15.92,INR,2026-08-26T12:11:20,created
order_82285577,187.18,3.74,0.67,INR,2026-08-26T12:18:20,created
order_92531821,331.01,6.62,1.19,INR,2026-08-26T12:24:20,created
order_94000075,2751.63,55.03,9.91,INR,2026-08-26T13:06:20,created
order_65350308,2622.77,52.46,9.44,INR,2026-08-26T14:05:20,created
order_37732265,457.75,9.15,1.65,INR,2026-08-26T15:03:20,created
order_44790475,708.92,14.18,2.55,INR,2026-08-26T15:48:20,created
order_57276655,1129.73,22.59,4.07,INR,2026-08-26T16:10:20,created
order_75535294,1183.51,23.67,4.26,INR,2026-08-26T17:05:20,created
order_16151506,1381.84,27.64,4.98,INR,2026-08-26T17:20:20,created
order_26318424,4283.79,85.68,15.42,INR,2026-08-26T17:48:20,created
order_86852864,2429.35,48.59,8.75,INR,2026-08-26T18:34:20,created
order_40386527,2656.28,53.13,9.56,INR,2026-08-26T18:47:20,created
order_7757882,314.62,6.29,1.13,INR,2026-08-26T19:22:20,created
order_21620457,3590.74,71.81,12.93,INR,2026-08-26T19:45:20,created
order_85592496,1084.07,21.68,3.9,INR,2026-08-26T19:56:20,created
order_43805457,1506.36,30.13,5.42,INR,2026-08-26T20:23:20,created
order_87269031,1814.45,36.29,6.53,INR,2026-08-26T20:50:20,created
order_12702406,4141.72,82.83,14.91,INR,2026-08-26T21:35:20,created
order_52880547,3815.16,76.3,13.73,INR,2026-08-26T21:50:20,created
order_72805458,1698.63,33.97,6.11,INR,2026-08-26T22:48:20,created
order_88884754,1514.67,30.29,5.45,INR,2026-08-26T23:17:20,created
order_25064827,2708.84,54.18,9.75,INR,2026-08-26T23:40:20,created
order_25095051,4762.94,95.26,17.15,INR,2026-08-27T00:28:20,created
order_51279249,4539.41,90.79,16.34,INR,2026-08-27T01:19:20,created
order_15863698,1796.53,35.93,6.47,INR,2026-08-27T01:49:20,created
order_20780161,1961.0,39.22,7.06,INR,2026-08-27T02:39:20,created
order_50793570,1896.32,37.93,6.83,INR,2026-08-27T03:25:20,created
order_45527557,3687.45,73.75,13.28,INR,2026-08-27T03:33:20,created
order_20242420,4169.78,83.4,15.01,INR,2026-08-27T04:08:20,created
order_26312484,1540.95,30.82,5.55,INR,2026-08-27T04:41:20,created
order_43358056,1076.6,21.53,3.88,INR,2026-08-27T05:11:20,created
order_8135898,1684.01,33.68,6.06,INR,2026-08-27T05:56:20,created
order_52965493,357.81,7.16,1.29,INR,2026-08-27T06:28:20,created
order_23754702,4384.97,87.7,15.79,INR,2026-08-27T06:38:20,created
order_44036992,3293.87,65.88,11.86,INR,2026-08-27T06:56:20,created
order_37898206,2781.04,55.62,10.01,INR,2026-08-27T07:20:20,created
order_6620516,1729.43,34.59,6.23,INR,2026-08-27T07:36:20,created
order_26104978,1763.22,35.26,6.35,INR,2026-08-27T07:53:20,created
order_20082267,108.64,2.17,0.39,INR,2026-08-27T08:30:20,created
order_93565801,2006.65,40.13,7.22,INR,2026-08-27T08:44:20,created
order_76465819,545.35,10.91,1.96,INR,2026-08-27T09:41:20,created
order_40308265,1083.73,21.67,3.9,INR,2026-08-27T09:48:20,created
order_23514859,1845.92,36.92,6.65,INR,2026-08-27T10:33:20,created
order_65939586,1882.19,37.64,6.78,INR,2026-08-27T10:46:20,created
order_34735726,557.42,11.15,2.01,INR,2026-08-27T11:07:20,created
order_26263595,2228.87,44.58,8.02,INR,2026-08-27T11:29:20,created
order_80936602,2010.75,40.22,7.24,INR,2026-08-27T11:48:20,created
order_2842164,4710.11,94.2,16.96,INR,2026-08-27T12:34:20,created
order_84097332,4176.07,83.52,15.03,INR,2026-08-27T12:40:20,created
order_74006811,3547.54,70.95,12.77,INR,2026-08-27T13:28:20,created
order_94064436,2231.05,44.62,8.03,INR,2026-08-27T14:25:20,created
order_76603350,1193.66,23.87,4.3,INR,2026-08-27T14:45:20,created
order_84581490,1700.12,34.0,6.12,INR,2026-08-27T15:20:20,created
order_56732239,4800.8,96.02,17.28,INR,2026-08-27T15:58:20,created
order_36082025,280.16,5.6,1.01,INR,2026-08-27T16:58:20,created
order_55669690,3444.29,68.89,12.4,INR,2026-08-27T17:13:20,created
order_30506761,3669.42,73.39,13.21,INR,2026-08-27T17:53:20,created
order_22918864,1097.65,21.95,3.95,INR,2026-08-27T18:29:20,created
order_20552930,2379.37,47.59,8.57,INR,2026-08-27T19:16:20,created
order_59577312,4654.27,93.09,16.76,INR,2026-08-27T20:02:20,created
order_8247876,823.7,16.47,2.96,INR,2026-08-27T20:16:20,created
order_58039074,136.23,2.72,0.49,INR,2026-08-27T20:38:20,created
order_13531634,3598.96,71.98,12.96,INR,2026-08-27T21:07:20,created
order_14666842,1587.92,31.76,5.72,INR,2026-08-27T21:15:20,created
order_35714955,2227.96,44.56,8.02,INR,2026-08-27T22:08:20,created
order_14878012,2456.17,49.12,8.84,INR,2026-08-27T22:31:20,created
order_3356293,4526.01,90.52,16.29,INR,2026-08-27T23:15:20,created
order_87063660,3534.43,70.69,12.72,INR,2026-08-27T23:46:20,created
order_36142014,2864.6,57.29,10.31,INR,2026-08-28T00:02:20,created
order_14032620,4544.48,90.89,16.36,INR,2026-08-28T00:25:20,created
order_65361591,2903.72,58.07,10.45,INR,2026-08-28T00:51:20,created
order_54740979,4263.17,85.26,15.35,INR,2026-08-28T01:00:20,created
order_58050712,554.39,11.09,2.0,INR,2026-08-28T01:35:20,created
order_13739860,4848.23,96.96,17.45,INR,2026-08-28T01:50:20,created
order_39814691,883.79,17.68,3.18,INR,2026-08-28T02:10:20,created
order_51833067,4253.5,85.07,15.31,INR,2026-08-28T02:53:20,created
order_48365652,4299.59,85.99,15.48,INR,2026-08-28T03:42:20,created
order_26289094,1575.04,31.5,5.67,INR,2026-08-28T03:57:20,created
order_12197435,3275.36,65.51,11.79,INR,2026-08-28T04:11:20,created
order_54644043,2782.32,55.65,10.02,INR,2026-08-28T04:54:20,created
order_64417682,3112.07,62.24,11.2,INR,2026-08-28T05:39:20,created
order_22766627,4344.78,86.9,15.64,INR,2026-08-28T05:45:20,created
order_31403972,2382.87,47.66,8.58,INR,2026-08-28T06:15:20,created
order_15667026,1470.11,29.4,5.29,INR,2026-08-28T07:14:20,created
order_37461220,3838.85,76.78,13.82,INR,2026-08-28T07:26:20,created
order_92643676,86.52,1.73,0.31,INR,2026-08-28T07:38:20,created
order_78828539,2668.02,53.36,9.6,INR,2026-08-28T07:53:20,created
order_96931431,174.47,3.49,0.63,INR,2026-08-28T08:17:20,created
order_74036771,2776.51,55.53,10.0,INR,2026-08-28T08:35:20,created
order_94953079,1351.66,27.03,4.87,INR,2026-08-28T08:53:20,created
order_84718915,1351.43,27.03,4.87,INR,2026-08-28T09:33:20,created
order_52733067,2861.71,57.23,10.3,INR,2026-08-28T10:07:20,created
order_79040986,4610.46,92.21,16.6,INR,2026-08-28T10:23:20,created
order_91382919,4960.91,99.22,17.86,INR,2026-08-28T11:23:20,created
order_7842152,104.42,2.09,0.38,INR,2026-08-28T12:23:20,created
order_61442502,4877.98,97.56,17.56,INR,2026-08-28T12:55:20,created
order_99987205,4887.85,97.76,17.6,INR,2026-08-28T13:30:20,created
order_61379030,3638.6,72.77,13.1,INR,2026-08-28T13:41:20,created
order_77848827,1465.2,29.3,5.27,INR,2026-08-28T14:25:20,created
order_38652560,425.25,8.51,1.53,INR,2026-08-28T14:36:20,created
order_90024651,1962.78,39.26,7.07,INR,2026-08-28T15:16:20,created
order_95676832,4025.93,80.52,14.49,INR,2026-08-28T15:42:20,created
order_90313908,487.23,9.74,1.75,INR,2026-08-28T16:19:20,created
order_82714689,4393.62,87.87,15.82,INR,2026-08-28T16:45:20,created
order_18676679,295.62,5.91,1.06,INR,2026-08-28T17:17:20,created
order_77554499,770.47,15.41,2.77,INR,2026-08-28T17:47:20,created
order_96381460,3997.91,79.96,14.39,INR,2026-08-28T18:38:20,created
order_73393744,3888.0,77.76,14.0,INR,2026-08-28T19:38:20,created
order_1013404,4655.96,93.12,16.76,INR,2026-08-28T20:05:20,created
order_36615978,2187.01,43.74,7.87,INR,2026-08-28T20:53:20,created
order_75981130,1346.87,26.94,4.85,INR,2026-08-28T21:20:20,created
order_92903329,879.16,17.58,3.16,INR,2026-08-28T21:28:20,created
order_77204001,1043.91,20.88,3.76,INR,2026-08-28T22:13:20,created
order_32820407,4810.9,96.22,17.32,INR,2026-08-28T22:40:20,created
order_86197211,2178.0,43.56,7.84,INR,2026-08-28T22:48:20,created
order_92498664,1758.33,35.17,6.33,INR,2026-08-28T23:34:20,created
order_65654680,4443.19,88.86,15.99,INR,2026-08-29T00:05:20,created
order_10751428,743.06,14.86,2.67,INR,2026-08-29T00:22:20,created
order_90051063,1851.39,37.03,6.67,INR,2026-08-29T00:27:20,created
order_37905918,1268.24,25.36,4.56,INR,2026-08-29T01:04:20,created
order_76734297,2242.05,44.84,8.07,INR,2026-08-29T01:53:20,created
order_83725604,3541.22,70.82,12.75,INR,2026-08-29T02:32:20,created
order_2086608,1931.61,38.63,6.95,INR,2026-08-29T03:19:20,created
order_98009421,2336.2,46.72,8.41,INR,2026-08-29T04:03:20,created
order_95581000,1834.0,36.68,6.6,INR,2026-08-29T04:54:20,created
order_3338959,1805.12,36.1,6.5,INR,2026-08-29T05:45:20,created
order_42159633,4147.82,82.96,14.93,INR,2026-08-29T06:26:20,created
order_51409497,4451.24,89.02,16.02,INR,2026-08-29T07:01:20,created
order_16163195,3112.24,62.24,11.2,INR,2026-08-29T07:44:20,created
order_32500196,1399.96,28.0,5.04,INR,2026-08-29T07:59:20,created
order_52157541,2580.32,51.61,9.29,INR,2026-08-29T08:22:20,created
order_71138023,95.83,1.92,0.35,INR,2026-08-29T08:51:20,created
order_88365494,1019.67,20.39,3.67,INR,2026-08-29T09:18:20,created
order_12078402,4992.45,99.85,17.97,INR,2026-08-29T09:53:20,created
order_44204523,692.91,13.86,2.49,INR,2026-08-29T10:08:20,created
order_18682734,3361.03,67.22,12.1,INR,2026-08-29T10:39:20,created
order_56484385,403.76,8.08,1.45,INR,2026-08-29T11:21:20,created
order_95875390,4358.95,87.18,15.69,INR,2026-08-29T11:52:20,created
order_76148219,4435.81,88.72,15.97,INR,2026-08-29T12:14:20,created
order_15497709,1239.01,24.78,4.46,INR,2026-08-29T12:55:20,created
order_21760125,1395.05,27.9,5.02,INR,2026-08-29T13:12:20,created
order_51359485,4115.74,82.31,14.82,INR,2026-08-29T14:06:20,created
order_82743830,4459.78,89.2,16.06,INR,2026-08-29T14:54:20,created
order_10684288,4093.08,81.86,14.73,INR,2026-08-29T15:25:20,created
order_25326037,4325.99,86.52,15.57,INR,2026-08-29T16:08:20,created
order_81974247,430.06,8.6,1.55,INR,2026-08-29T16:30:20,created
order_67941825,4009.79,80.2,14.44,INR,2026-08-29T16:59:20,created
order_25339957,537.27,10.75,1.93,INR,2026-08-29T17:28:20,created
order_88006946,3567.5,71.35,12.84,INR,2026-08-29T17:51:20,created
order_5448401,4728.88,94.58,17.02,INR,2026-08-29T18:50:20,created
order_3996993,441.15,8.82,1.59,INR,2026-08-29T19:40:20,created
order_15343242,3705.11,74.1,13.34,INR,2026-08-29T20:34:20,created
order_86313400,1472.29,29.45,5.3,INR,2026-08-29T21:11:20,created
order_72762638,3529.04,70.58,12.7,INR,2026-08-29T21:51:20,created
order_10769227,2892.36,57.85,10.41,INR,2026-08-29T22:10:20,created
order_91239155,1095.88,21.92,3.95,INR,2026-08-29T22:16:20,created
order_90703481,1158.54,23.17,4.17,INR,2026-08-29T23:07:20,created
order_36903502,2070.86,41.42,7.46,INR,2026-08-29T23:25:20,created
order_7641643,1438.41,28.77,5.18,INR,2026-08-30T00:20:20,created
order_48030115,2357.64,47.15,8.49,INR,2026-08-30T01:14:20,created
order_48609723,3703.97,74.08,13.33,INR,2026-08-30T02:04:20,created
order_99545335,1367.4,27.35,4.92,INR,2026-08-30T02:58:20,created
order_89197809,2531.94,50.64,9.12,INR,2026-08-30T03:26:20,created
order_35513072,2037.83,40.76,7.34,INR,2026-08-30T04:26:20,created
order_63157571,493.95,9.88,1.78,INR,2026-08-30T05:05:20,created
order_25692649,3258.1,65.16,11.73,INR,2026-08-30T05:30:20,created
order_85395102,1692.63,33.85,6.09,INR,2026-08-30T06:29:20,created
order_15495739,2587.2,51.74,9.31,INR,2026-08-30T06:48:20,created
order_61009515,306.32,6.13,1.1,INR,2026-08-30T07:13:20,created
order_6170570,712.41,14.25,2.56,INR,2026-08-30T07:58:20,created
order_88050071,3612.18,72.24,13.0,INR,2026-08-30T08:23:20,created
order_60575646,3201.32,64.03,11.53,INR,2026-08-30T08:32:20,created
order_29798256,755.18,15.1,2.72,INR,2026-08-30T08:37:20,created
order_28414797,4601.3,92.03,16.57,INR,2026-08-30T08:43:20,created
order_68740099,2372.91,47.46,8.54,INR,2026-08-30T09:01:20,created
order_43354319,4282.0,85.64,15.42,INR,2026-08-30T09:39:20,created
order_54512623,735.55,14.71,2.65,INR,2026-08-30T10:09:20,created
order_35302536,4255.86,85.12,15.32,INR,2026-08-30T11:00:20,created
order_28147356,3395.54,67.91,12.22,INR,2026-08-30T11:30:20,created
order_40529377,893.63,17.87,3.22,INR,2026-08-30T12:26:20,created
order_30150484,980.1,19.6,3.53,INR,2026-08-30T12:59:20,created
order_30273721,1877.56,37.55,6.76,INR,2026-08-30T13:43:20,created
order_93239674,2031.1,40.62,7.31,INR,2026-08-30T14:03:20,created
order_20912297,1251.11,25.02,4.5,INR,2026-08-30T14:47:20,created
order_81314482,829.39,16.59,2.99,INR,2026-08-30T15:17:20,created
order_7002715,1986.4,39.73,7.15,INR,2026-08-30T15:45:20,created
order_80076266,3441.58,68.83,12.39,INR,2026-08-30T16:15:20,created
order_35129757,3706.08,74.12,13.34,INR,2026-08-30T16:38:20,created
order_91129020,507.21,10.14,1.83,INR,2026-08-30T17:25:20,created
order_10968062,2914.35,58.29,10.49,INR,2026-08-30T17:38:20,created
order_67821957,4507.66,90.15,16.23,INR,2026-08-30T18:26:20,created
order_80412187,1718.97,34.38,6.19,INR,2026-08-30T18:51:20,created
order_37471416,3544.65,70.89,12.76,INR,2026-08-30T19:01:20,created
order_49294496,144.86,2.9,0.52,INR,2026-08-30T19:52:20,created
order_73837369,3305.32,66.11,11.9,INR,2026-08-30T20:47:20,created
order_16432113,1020.87,20.42,3.68,INR,2026-08-30T21:36:20,created
order_18250287,1981.08,39.62,7.13,INR,2026-08-30T22:04:20,created
order_2033714,657.98,13.16,2.37,INR,2026-08-30T22:56:20,created
order_62627294,2535.91,50.72,9.13,INR,2026-08-30T23:10:20,created
order_93343641,2490.56,49.81,8.97,INR,2026-08-30T23:29:20,created
order_63590451,1996.89,39.94,7.19,INR,2026-08-30T23:49:20,created
order_21357711,4066.17,81.32,14.64,INR,2026-08-30T23:56:20,created
order_48647368,2642.47,52.85,9.51,INR,2026-08-31T00:25:20,created
order_59570698,4039.74,80.79,14.54,INR,2026-08-31T00:36:20,created
order_75694482,1345.55,26.91,4.84,INR,2026-08-31T01:26:20,created
order_98103673,4056.1,81.12,14.6,INR,2026-08-31T02:13:20,created
order_6363809,3576.86,71.54,12.88,INR,2026-08-31T02:33:20,created
order_72747413,1019.7,20.39,3.67,INR,2026-08-31T03:18:20,created
order_6114195,940.13,18.8,3.38,INR,2026-08-31T03:47:20,created
order_48881990,3210.54,64.21,11.56,INR,2026-08-31T03:58:20,created
order_93362455,2411.5,48.23,8.68,INR,2026-08-31T04:12:20,created
order_22667254,1546.26,30.93,5.57,INR,2026-08-31T04:25:20,created
order_73740484,1046.8,20.94,3.77,INR,2026-08-31T04:52:20,created
order_71189898,4479.14,89.58,16.12,INR,2026-08-31T05:14:20,created
order_67999670,1620.26,32.41,5.83,INR,2026-08-31T05:28:20,created
order_28083481,92.35,1.85,0.33,INR,2026-08-31T05:42:20,created
order_44693861,1692.56,33.85,6.09,INR,2026-08-31T06:36:20,created
order_78951720,2889.86,57.8,10.4,INR,2026-08-31T07:11:20,created
