payment_id,order_id,method,captured_at,amount
pay_55053919,order_88884754,upi,2026-08-26T23:22:20,1514.67
pay_61492827,order_25064827,upi,2026-08-26T23:41:20,2708.84
pay_25643082,order_25095051,netbanking,2026-08-27T00:29:20,4762.94
pay_18792000,order_51279249,netbanking,2026-08-27T01:28:20,4539.41
pay_14498298,order_15863698,card,2026-08-27T01:52:20,1796.53
pay_1416941,order_20780161,netbanking,2026-08-27T02:45:20,1961.0
pay_48844156,order_50793570,netbanking,2026-08-27T03:33:20,1896.32
pay_68441903,order_45527557,upi,2026-08-27T03:34:20,3687.45
pay_33032272,order_20242420,netbanking,2026-08-27T04:14:20,4169.78
pay_36912959,order_26312484,netbanking,2026-08-27T04:50:20,1540.95
pay_94091630,order_43358056,card,2026-08-27T05:14:20,1076.6
pay_59436776,order_8135898,card,2026-08-27T06:02:20,1684.01
pay_95990449,order_52965493,upi,2026-08-27T06:30:20,357.81
pay_72794997,order_23754702,card,2026-08-27T06:44:20,4384.97
pay_94663405,order_44036992,netbanking,2026-08-27T06:58:20,3293.87
pay_70441945,order_37898206,netbanking,2026-08-27T07:22:20,2781.04
pay_89692947,order_6620516,netbanking,2026-08-27T07:46:20,1729.43
pay_51019292,order_26104978,upi,2026-08-27T07:57:20,1763.22
pay_56794727,order_20082267,card,2026-08-27T08:31:20,108.64
pay_83228779,order_93565801,netbanking,2026-08-27T08:47:20,2006.65
pay_61989712,order_76465819,upi,2026-08-27T09:50:20,545.35
pay_99333482,order_40308265,netbanking,2026-08-27T09:53:20,1083.73
pay_98503111,order_23514859,card,2026-08-27T10:35:20,1845.92
pay_48372743,order_65939586,upi,2026-08-27T10:47:20,1882.19
pay_58542716,order_34735726,netbanking,2026-08-27T11:10:20,557.42
pay_97986626,order_26263595,upi,2026-08-27T11:36:20,2228.87
pay_47589647,order_80936602,upi,2026-08-27T11:53:20,2010.75
pay_52068982,order_2842164,card,2026-08-27T12:36:20,4710.11
pay_77159480,order_84097332,netbanking,2026-08-27T12:49:20,4176.07
pay_75563047,order_74006811,card,2026-08-27T13:31:20,3547.54
pay_62927641,order_94064436,card,2026-08-27T14:34:20,2231.05
pay_81056492,order_76603350,upi,2026-08-27T14:52:20,1193.66
pay_83031666,order_84581490,upi,2026-08-27T15:27:20,1700.12
pay_22408171,order_56732239,upi,2026-08-27T16:04:20,4800.8
pay_22345205,order_36082025,card,2026-08-27T17:05:20,280.16
pay_36603808,order_55669690,netbanking,2026-08-27T17:23:20,3444.29
pay_54419381,order_30506761,card,2026-08-27T17:55:20,3669.42
pay_39678199,order_22918864,upi,2026-08-27T18:33:20,1097.65
pay_68608724,order_20552930,card,2026-08-27T19:26:20,2379.37
pay_51541938,order_59577312,card,2026-08-27T20:11:20,4654.27
pay_1242669,order_8247876,netbanking,2026-08-27T20:21:20,823.7
pay_94434956,order_58039074,upi,2026-08-27T20:43:20,136.23
pay_47240833,order_13531634,card,2026-08-27T21:17:20,3598.96
pay_26292266,order_14666842,upi,2026-08-27T21:18:20,1587.92
pay_81988205,order_35714955,netbanking,2026-08-27T22:18:20,2227.96
pay_63213544,order_14878012,upi,2026-08-27T22:35:20,2456.17
pay_34222615,order_3356293,card,2026-08-27T23:19:20,4526.01
pay_21168140,order_87063660,netbanking,2026-08-27T23:48:20,3534.43
pay_17432408,order_36142014,upi,2026-08-28T00:10:20,2864.6
pay_63612901,order_14032620,netbanking,2026-08-28T00:29:20,4544.48
pay_55841557,order_65361591,card,2026-08-28T00:58:20,2903.72
pay_89777510,order_54740979,upi,2026-08-28T01:02:20,4263.17
pay_95006861,order_58050712,upi,2026-08-28T01:39:20,554.39
pay_77956082,order_13739860,upi,2026-08-28T01:56:20,4848.23
pay_9591985,order_39814691,card,2026-08-28T02:20:20,883.79
pay_30417015,order_51833067,netbanking,2026-08-28T03:00:20,4253.5
pay_55383875,order_48365652,card,2026-08-28T03:51:20,4299.59
pay_53063754,order_26289094,card,2026-08-28T04:00:20,1575.04
pay_36423797,order_12197435,card,2026-08-28T04:19:20,3275.36
pay_77144067,order_54644043,netbanking,2026-08-28T04:55:20,2782.32
pay_32239511,order_64417682,netbanking,2026-08-28T05:47:20,3112.07
pay_76181778,order_22766627,upi,2026-08-28T05:47:20,4344.78
pay_26254326,order_31403972,netbanking,2026-08-28T06:25:20,2382.87
pay_36470636,order_15667026,card,2026-08-28T07:16:20,1470.11
pay_56214593,order_37461220,upi,2026-08-28T07:36:20,3838.85
pay_65602423,order_92643676,card,2026-08-28T07:39:20,86.52
pay_91519625,order_78828539,card,2026-08-28T07:57:20,2668.02
pay_68393453,order_96931431,card,2026-08-28T08:26:20,174.47
pay_55938063,order_74036771,card,2026-08-28T08:37:20,2776.51
pay_79103211,order_94953079,card,2026-08-28T08:58:20,1351.66
pay_80765734,order_84718915,upi,2026-08-28T09:35:20,1351.43
pay_16342087,order_52733067,upi,2026-08-28T10:08:20,2861.71
pay_36979115,order_79040986,netbanking,2026-08-28T10:30:20,4610.46
pay_10305327,order_91382919,upi,2026-08-28T11:25:20,4960.91
pay_62723400,order_7842152,upi,2026-08-28T12:29:20,104.42
pay_50353600,order_61442502,netbanking,2026-08-28T13:04:20,4877.98
pay_75924813,order_99987205,card,2026-08-28T13:35:20,4887.85
pay_50858111,order_61379030,upi,2026-08-28T13:47:20,3638.6
pay_13212088,order_77848827,card,2026-08-28T14:32:20,1465.2
pay_56344119,order_90024651,upi,2026-08-28T15:23:20,1962.78
pay_38208975,order_95676832,upi,2026-08-28T15:50:20,4025.93
pay_95375878,order_90313908,upi,2026-08-28T16:21:20,487.23
pay_77042370,order_82714689,card,2026-08-28T16:54:20,4393.62
pay_79420249,order_18676679,netbanking,2026-08-28T17:22:20,295.62
pay_94748839,order_77554499,card,2026-08-28T17:50:20,770.47
pay_10605979,order_96381460,upi,2026-08-28T18:48:20,3997.91
pay_20438469,order_73393744,upi,2026-08-28T19:47:20,3888.0
pay_99107059,order_1013404,netbanking,2026-08-28T20:14:20,4655.96
pay_50467877,order_36615978,card,2026-08-28T20:58:20,2187.01
pay_67736145,order_75981130,upi,2026-08-28T21:23:20,1346.87
pay_38564882,order_92903329,upi,2026-08-28T21:33:20,879.16
pay_74221058,order_77204001,card,2026-08-28T22:20:20,1043.91
pay_94333225,order_32820407,netbanking,2026-08-28T22:49:20,4810.9
pay_27181082,order_86197211,card,2026-08-28T22:58:20,2178.0
pay_31298186,order_92498664,upi,2026-08-28T23:44:20,1758.33
pay_77069697,order_65654680,upi,2026-08-29T00:14:20,4443.19
pay_93059622,order_10751428,netbanking,2026-08-29T00:32:20,743.06
pay_2715186,order_90051063,upi,2026-08-29T00:37:20,1851.39
pay_28358843,order_37905918,netbanking,2026-08-29T01:09:20,1268.24
pay_57189641,order_76734297,card,2026-08-29T02:01:20,2242.05
pay_98460380,order_83725604,card,2026-08-29T02:36:20,3541.22
pay_30057676,order_2086608,upi,2026-08-29T03:28:20,1931.61
pay_37121901,order_98009421,upi,2026-08-29T04:08:20,2336.2
pay_28067440,order_95581000,netbanking,2026-08-29T05:04:20,1834.0
pay_54794923,order_3338959,netbanking,2026-08-29T05:54:20,1805.12
pay_33495027,order_42159633,card,2026-08-29T06:27:20,4147.82
pay_37646346,order_51409497,upi,2026-08-29T07:11:20,4451.24
pay_4774019,order_16163195,upi,2026-08-29T07:52:20,3112.24
pay_62570847,order_32500196,card,2026-08-29T08:09:20,1399.96
pay_19474922,order_52157541,netbanking,2026-08-29T08:30:20,2580.32
pay_95772622,order_71138023,card,2026-08-29T08:52:20,95.83
pay_99076260,order_88365494,upi,2026-08-29T09:22:20,1019.67
pay_94744391,order_12078402,upi,2026-08-29T09:57:20,4992.45
pay_35720792,order_44204523,netbanking,2026-08-29T10:11:20,692.91
pay_54266985,order_18682734,upi,2026-08-29T10:47:20,3361.03
pay_49904713,order_56484385,upi,2026-08-29T11:27:20,403.76
pay_67297034,order_95875390,card,2026-08-29T11:58:20,4358.95
pay_76360747,order_76148219,card,2026-08-29T12:15:20,4435.81
pay_53899518,order_15497709,upi,2026-08-29T13:01:20,1239.01
pay_77795507,order_21760125,upi,2026-08-29T13:14:20,1395.05
pay_72775361,order_51359485,card,2026-08-29T14:11:20,4115.74
pay_12037527,order_82743830,netbanking,2026-08-29T14:59:20,4459.78
pay_42573340,order_10684288,card,2026-08-29T15:27:20,4093.08
pay_86986701,order_25326037,card,2026-08-29T16:16:20,4325.99
pay_74628055,order_81974247,card,2026-08-29T16:38:20,430.06
pay_44539469,order_67941825,card,2026-08-29T17:04:20,4009.79
pay_23177264,order_25339957,card,2026-08-29T17:30:20,537.27
pay_31137264,order_88006946,netbanking,2026-08-29T17:57:20,3567.5
pay_68795523,order_5448401,card,2026-08-29T18:58:20,4728.88
pay_94173541,order_3996993,netbanking,2026-08-29T19:42:20,441.15
pay_42404657,order_15343242,upi,2026-08-29T20:42:20,3705.11
pay_6949909,order_86313400,netbanking,2026-08-29T21:20:20,1472.29
pay_53888415,order_72762638,card,2026-08-29T21:54:20,3529.04
pay_84833406,order_10769227,card,2026-08-29T22:18:20,2892.36
pay_17961066,order_91239155,upi,2026-08-29T22:24:20,1095.88
pay_47648511,order_90703481,card,2026-08-29T23:13:20,1158.54
pay_42062826,order_36903502,upi,2026-08-29T23:34:20,2070.86
pay_96587291,order_7641643,card,2026-08-30T00:28:20,1438.41
pay_8704753,order_48030115,card,2026-08-30T01:17:20,2357.64
pay_85447039,order_48609723,card,2026-08-30T02:08:20,3703.97
pay_36062250,order_99545335,card,2026-08-30T03:05:20,1367.4
pay_1384022,order_89197809,netbanking,2026-08-30T03:31:20,2531.94
pay_19120608,order_35513072,card,2026-08-30T04:31:20,2037.83
pay_3914850,order_63157571,card,2026-08-30T05:08:20,493.95
pay_97003981,order_25692649,card,2026-08-30T05:39:20,3258.1
pay_27349969,order_85395102,card,2026-08-30T06:31:20,1692.63
pay_62985074,order_15495739,netbanking,2026-08-30T06:55:20,2587.2
pay_73745815,order_61009515,card,2026-08-30T07:18:20,306.32
pay_71294066,order_6170570,netbanking,2026-08-30T08:00:20,712.41
pay_83383969,order_88050071,card,2026-08-30T08:30:20,3612.18
pay_53362468,order_60575646,card,2026-08-30T08:42:20,3201.32
pay_18588497,order_29798256,upi,2026-08-30T08:44:20,755.18
pay_41328794,order_28414797,card,2026-08-30T08:53:20,4601.3
pay_98241768,order_68740099,upi,2026-08-30T09:03:20,2372.91
pay_18435440,order_43354319,upi,2026-08-30T09:40:20,4282.0
pay_52689167,order_54512623,card,2026-08-30T10:11:20,735.55
pay_90713322,order_35302536,netbanking,2026-08-30T11:05:20,4255.86
pay_64788170,order_28147356,card,2026-08-30T11:40:20,3395.54
pay_22874715,order_30150484,upi,2026-08-30T13:05:20,980.1
pay_79519252,order_30273721,card,2026-08-30T13:45:20,1877.56
pay_59362429,order_93239674,netbanking,2026-08-30T14:06:20,2031.1
pay_25219292,order_20912297,upi,2026-08-30T14:49:20,1251.11
pay_83982017,order_81314482,upi,2026-08-30T15:25:20,829.39
pay_82086319,order_7002715,card,2026-08-30T15:55:20,1986.4
pay_49553861,order_80076266,netbanking,2026-08-30T16:16:20,3441.58
pay_54510258,order_35129757,netbanking,2026-08-30T16:39:20,3706.08
pay_31660932,order_91129020,card,2026-08-30T17:32:20,507.21
pay_53716846,order_10968062,upi,2026-08-30T17:48:20,2914.35
pay_12299971,order_67821957,upi,2026-08-30T18:36:20,4507.66
pay_83755215,order_80412187,upi,2026-08-30T19:00:20,1718.97
pay_32567790,order_37471416,upi,2026-08-30T19:07:20,3544.65
pay_77958164,order_49294496,upi,2026-08-30T19:55:20,144.86
pay_52561608,order_73837369,card,2026-08-30T20:57:20,3305.32
pay_21132819,order_16432113,netbanking,2026-08-30T21:45:20,1020.87
pay_30831802,order_18250287,netbanking,2026-08-30T22:07:20,1981.08
pay_49205119,order_2033714,card,2026-08-30T23:01:20,657.98
pay_52504800,order_62627294,netbanking,2026-08-30T23:17:20,2535.91
pay_54491030,order_93343641,upi,2026-08-30T23:39:20,2490.56
pay_91961657,order_63590451,upi,2026-08-30T23:56:20,1996.89
pay_14901278,order_21357711,card,2026-08-30T23:57:20,4066.17
pay_37872266,order_48647368,card,2026-08-31T00:32:20,2642.47
pay_99133355,order_59570698,netbanking,2026-08-31T00:44:20,4039.74
pay_88824629,order_75694482,upi,2026-08-31T01:29:20,1345.55
pay_12397150,order_98103673,upi,2026-08-31T02:17:20,4056.1
pay_17848499,order_6363809,netbanking,2026-08-31T02:38:20,3576.86
pay_77665985,order_72747413,upi,2026-08-31T03:22:20,1019.7
pay_59402665,order_6114195,netbanking,2026-08-31T03:50:20,940.13
pay_91971303,order_48881990,upi,2026-08-31T04:08:20,3210.54
pay_56451150,order_93362455,upi,2026-08-31T04:14:20,2411.5
pay_42154926,order_22667254,upi,2026-08-31T04:31:20,1546.26
pay_45253637,order_73740484,card,2026-08-31T04:54:20,1046.8
pay_25588561,order_71189898,upi,2026-08-31T05:19:20,4479.14
pay_12397481,order_67999670,card,2026-08-31T05:29:20,1620.26
pay_94756262,order_28083481,card,2026-08-31T05:50:20,92.35
pay_48216754,order_44693861,upi,2026-08-31T06:40:20,1692.56
pay_98128276,order_78951720,upi,2026-08-31T07:21:20,2889.86
pay_2572004,order_74813300,netbanking,2026-08-31T07:29:20,3444.47
pay_86610319,order_56454948,upi,2026-08-31T07:50:20,4927.52
pay_88267043,order_80516709,card,2026-08-31T08:15:20,948.37
pay_37531938,order_50383806,netbanking,2026-08-31T09:07:20,4891.14
pay_93789805,order_14463406,netbanking,2026-08-31T09:14:20,1225.15
pay_26324848,order_81488315,upi,2026-08-31T09:46:20,3382.6
pay_48804469,order_65532722,upi,2026-08-31T09:54:20,490.61
pay_52360622,order_508844,netbanking,2026-08-31T10:02:20,215.89
pay_99965799,order_15297066,netbanking,2026-08-31T11:04:20,1165.12
pay_16485247,order_78265911,upi,2026-08-31T11:05:20,342.59
pay_54621463,order_53590601,upi,2026-08-31T11:39:20,2994.68
pay_20452113,order_73086577,upi,2026-08-31T11:53:20,2619.74
pay_67404799,order_45568744,card,2026-08-31T12:39:20,1871.54
pay_29485593,order_41676217,card,2026-08-31T13:10:20,253.76
pay_66174964,order_16328974,upi,2026-08-31T13:51:20,235.84
pay_33390057,order_65538538,upi,2026-08-31T14:53:20,2650.07
pay_52789309,order_17792163,card,2026-08-31T15:38:20,4272.47
pay_70622882,order_6036806,card,2026-08-31T16:26:20,4213.49
pay_4385734,order_3719630,upi,2026-08-31T17:22:20,1827.87
pay_43751190,order_2682296,netbanking,2026-08-31T17:54:20,2213.05
pay_51981870,order_7619634,card,2026-08-31T17:56:20,853.59
pay_70294031,order_19587023,upi,2026-08-31T18:51:20,4913.58
pay_96460615,order_79341401,card,2026-08-31T18:56:20,3924.73
pay_12788176,order_73253766,netbanking,2026-08-31T19:17:20,1361.46
pay_33495492,order_1246249,card,2026-08-31T19:52:20,4441.93
pay_95528832,order_69759752,card,2026-08-31T20:34:20,2294.54
pay_35128336,order_49467089,netbanking,2026-08-31T21:01:20,326.68
pay_89806835,order_11055988,netbanking,2026-08-31T21:26:20,913.67
pay_58404109,order_83999949,netbanking,2026-08-31T22:00:20,2583.71
pay_32363870,order_17866314,card,2026-08-31T22:51:20,2931.5
pay_95629780,order_1532623,upi,2026-08-31T23:02:20,2224.57
pay_39315963,order_36787654,netbanking,2026-08-31T23:18:20,565.28
pay_85619262,order_29276680,netbanking,2026-08-31T23:56:20,2219.94
pay_26293067,order_5344121,card,2026-09-01T00:32:20,1022.59
