payment_id,order_id,method,captured_at,amount
pay_46462400,order_397154,netbanking,2026-08-26T19:04:51,3092.34
pay_82251736,order_42647051,upi,2026-08-26T19:42:51,543.34
pay_64771486,order_31909076,netbanking,2026-08-26T20:23:51,922.21
pay_19279017,order_399183,netbanking,2026-08-26T21:05:51,1741.6
pay_56193154,order_53746244,upi,2026-08-26T21:47:51,4251.01
pay_1415439,order_51471820,card,2026-08-26T22:07:51,4690.24
pay_61453620,order_17539684,netbanking,2026-08-26T22:49:51,3567.8
pay_63240643,order_12254633,card,2026-08-26T23:50:51,3976.86
pay_23061828,order_81159181,card,2026-08-27T00:44:51,4103.79
pay_39057390,order_95884886,upi,2026-08-27T01:17:51,1081.17
pay_51654045,order_4099657,card,2026-08-27T01:29:51,2532.97
pay_65875275,order_91182934,card,2026-08-27T01:44:51,3030.69
pay_81020911,order_78681556,netbanking,2026-08-27T02:46:51,1289.15
pay_41225319,order_43800648,upi,2026-08-27T03:17:51,1198.39
pay_40483547,order_60734723,card,2026-08-27T03:50:51,436.12
pay_82920897,order_12456138,upi,2026-08-27T04:29:51,3579.73
pay_14511543,order_19718108,netbanking,2026-08-27T05:12:51,4159.66
pay_60427580,order_83774598,upi,2026-08-27T05:44:51,3419.35
pay_44081519,order_24425557,netbanking,2026-08-27T06:46:51,2145.73
pay_89636479,order_85284705,upi,2026-08-27T07:02:51,1107.68
pay_54253773,order_57467897,upi,2026-08-27T07:43:51,4801.68
pay_68988484,order_94141465,netbanking,2026-08-27T08:16:51,2030.31
pay_53098704,order_49536402,netbanking,2026-08-27T08:55:51,3015.71
pay_94684158,order_5434916,card,2026-08-27T09:57:51,358.15
pay_82232592,order_88373015,upi,2026-08-27T10:03:51,1864.85
pay_99298157,order_46826556,card,2026-08-27T10:32:51,2093.04
pay_41196831,order_21226946,upi,2026-08-27T11:36:51,4822.66
pay_45830465,order_39695909,netbanking,2026-08-27T12:37:51,2635.24
pay_92336335,order_48669277,netbanking,2026-08-27T13:08:51,4834.23
pay_21345793,order_39715726,netbanking,2026-08-27T13:20:51,1140.46
pay_34841283,order_31753830,card,2026-08-27T14:02:51,4375.44
pay_23519122,order_84842111,upi,2026-08-27T14:42:51,2600.64
pay_67259586,order_93007382,card,2026-08-27T15:34:51,2117.58
pay_53544972,order_39688945,card,2026-08-27T16:10:51,1493.1
pay_47312780,order_16107699,upi,2026-08-27T17:13:51,4179.24
pay_49522872,order_61193339,upi,2026-08-27T18:09:51,4370.28
pay_72253805,order_33906509,upi,2026-08-27T18:53:51,4731.49
pay_82124384,order_48650083,upi,2026-08-27T19:11:51,1154.6
pay_99410827,order_54231811,card,2026-08-27T20:07:51,4561.18
pay_27220045,order_28655843,card,2026-08-27T20:32:51,1497.04
pay_15638821,order_17908612,upi,2026-08-27T21:15:51,947.82
pay_58999710,order_79684264,upi,2026-08-27T21:45:51,1221.8
pay_20694941,order_25135490,upi,2026-08-27T22:52:51,3243.15
pay_38925798,order_52716370,netbanking,2026-08-27T23:26:51,2039.41
pay_15284514,order_78518665,upi,2026-08-28T00:28:51,3848.36
pay_51860841,order_22293733,netbanking,2026-08-28T01:00:51,333.4
pay_13685658,order_4549973,upi,2026-08-28T01:37:51,3753.07
pay_28254797,order_54900270,netbanking,2026-08-28T01:57:51,3833.97
pay_77889470,order_14734896,upi,2026-08-28T02:50:51,2040.35
pay_20171742,order_17932321,card,2026-08-28T03:43:51,487.14
pay_33249538,order_40861777,card,2026-08-28T04:00:51,331.68
pay_55480841,order_12930078,card,2026-08-28T04:41:51,4730.38
pay_87109243,order_45340797,card,2026-08-28T05:07:51,1841.44
pay_79135846,order_24412443,netbanking,2026-08-28T05:37:51,3318.12
pay_42749286,order_66559803,card,2026-08-28T06:29:51,4742.58
pay_58007803,order_62221276,netbanking,2026-08-28T07:30:51,3821.35
pay_61073520,order_73170395,card,2026-08-28T08:18:51,4128.49
pay_63471554,order_5611093,netbanking,2026-08-28T08:45:51,4581.95
pay_34826599,order_75890367,upi,2026-08-28T09:46:51,2647.95
pay_14642688,order_12058373,upi,2026-08-28T10:39:51,813.65
pay_56381681,order_27815518,upi,2026-08-28T11:25:51,225.4
pay_34213415,order_67286540,netbanking,2026-08-28T11:41:51,1613.55
pay_83438819,order_97590299,card,2026-08-28T12:09:51,1317.56
pay_74476886,order_82759875,netbanking,2026-08-28T12:22:51,2227.31
pay_60746615,order_82161220,netbanking,2026-08-28T13:20:51,1786.74
pay_66987241,order_95844025,card,2026-08-28T13:37:51,431.98
pay_54240552,order_75192153,netbanking,2026-08-28T14:25:51,4782.69
pay_50700326,order_11023298,card,2026-08-28T15:11:51,507.68
pay_41247570,order_62455422,card,2026-08-28T15:58:51,4740.41
pay_57525144,order_7953776,upi,2026-08-28T16:31:51,4301.81
pay_51542401,order_59812582,netbanking,2026-08-28T17:27:51,1890.28
pay_19155785,order_92592814,netbanking,2026-08-28T17:36:51,3731.84
pay_37308799,order_7548285,card,2026-08-28T18:29:51,4275.3
pay_47769444,order_72876585,card,2026-08-28T18:54:51,615.07
pay_14162038,order_54423297,netbanking,2026-08-28T19:29:51,2179.05
pay_44964357,order_14975990,netbanking,2026-08-28T20:26:51,402.05
pay_26083738,order_42616088,netbanking,2026-08-28T21:24:51,380.94
pay_20596121,order_91394402,upi,2026-08-28T21:59:51,1477.81
pay_36171436,order_96866861,netbanking,2026-08-28T22:34:51,2913.52
pay_32534848,order_58333933,card,2026-08-28T23:21:51,1070.04
pay_86768032,order_98011236,upi,2026-08-28T23:42:51,2080.25
pay_49626676,order_77392280,netbanking,2026-08-29T00:30:51,543.53
pay_4776222,order_4634435,upi,2026-08-29T01:29:51,1964.02
pay_12294436,order_24239442,upi,2026-08-29T02:05:51,2706.03
pay_25365734,order_48432459,card,2026-08-29T03:00:51,3038.67
pay_26945782,order_11782219,upi,2026-08-29T03:54:51,1666.26
pay_95716909,order_77313181,netbanking,2026-08-29T04:51:51,892.38
pay_41067513,order_28288179,upi,2026-08-29T05:18:51,4083.59
pay_91413495,order_88858098,netbanking,2026-08-29T06:23:51,890.83
pay_68105879,order_14460192,netbanking,2026-08-29T07:11:51,2956.68
pay_36280087,order_96933141,upi,2026-08-29T07:54:51,511.21
pay_83006100,order_88324466,netbanking,2026-08-29T08:53:51,3615.47
pay_64344448,order_89999871,card,2026-08-29T08:58:51,768.79
pay_58246090,order_47906793,upi,2026-08-29T09:26:51,120.44
pay_38555868,order_94295120,netbanking,2026-08-29T09:43:51,1711.65
pay_9062920,order_71777532,netbanking,2026-08-29T10:20:51,2961.46
pay_7532964,order_46251117,netbanking,2026-08-29T10:44:51,2667.76
pay_92041489,order_25782263,upi,2026-08-29T11:42:51,1751.08
pay_96494919,order_82492146,netbanking,2026-08-29T12:09:51,3592.78
pay_19074635,order_15571160,netbanking,2026-08-29T12:30:51,1279.23
pay_10875154,order_69602649,card,2026-08-29T13:15:51,2893.14
pay_91312203,order_13376722,netbanking,2026-08-29T13:33:51,3811.22
pay_12717210,order_65919614,netbanking,2026-08-29T14:23:51,1429.45
pay_36410464,order_69312570,card,2026-08-29T15:18:51,1343.87
pay_9704110,order_23649723,card,2026-08-29T15:47:51,3000.62
pay_13935767,order_1549939,card,2026-08-29T16:42:51,4051.15
pay_29608210,order_67769412,upi,2026-08-29T17:18:51,1194.08
pay_70527714,order_45867166,netbanking,2026-08-29T17:25:51,4479.62
pay_62397516,order_87112784,upi,2026-08-29T17:56:51,3666.84
pay_9143395,order_30272516,card,2026-08-29T18:42:51,4826.72
pay_79373369,order_30012639,netbanking,2026-08-29T19:07:51,4982.48
pay_93552326,order_36119007,netbanking,2026-08-29T20:01:51,734.05
pay_6160044,order_84358443,card,2026-08-29T20:16:51,361.31
pay_43077407,order_95384192,netbanking,2026-08-29T21:13:51,1906.23
pay_9879663,order_22658193,upi,2026-08-29T21:44:51,3661.64
pay_55787792,order_52214721,netbanking,2026-08-29T22:28:51,2931.13
pay_97666773,order_27959820,netbanking,2026-08-29T23:10:51,873.94
pay_99133484,order_5367880,netbanking,2026-08-30T00:01:51,1646.91
pay_60294216,order_22800952,upi,2026-08-30T00:24:51,909.18
pay_17931038,order_67324997,card,2026-08-30T01:19:51,1138.17
pay_72259541,order_96261815,netbanking,2026-08-30T01:47:51,4454.15
pay_76316198,order_26658147,netbanking,2026-08-30T02:28:51,1889.63
pay_37482361,order_80820590,card,2026-08-30T02:35:51,2066.6
pay_50540869,order_88409591,card,2026-08-30T03:23:51,4124.77
pay_63362314,order_33599246,card,2026-08-30T04:05:51,4912.87
pay_86192453,order_63928357,card,2026-08-30T04:59:51,2496.98
pay_82623422,order_57737994,upi,2026-08-30T05:26:51,3579.21
pay_70195556,order_31138366,netbanking,2026-08-30T06:20:51,1819.12
pay_31668444,order_86813534,upi,2026-08-30T06:44:51,2096.6
pay_98912431,order_56967628,card,2026-08-30T07:28:51,2676.05
pay_8867273,order_10469467,upi,2026-08-30T08:12:51,2778.2
pay_15063823,order_70442242,card,2026-08-30T08:29:51,4964.19
pay_2891770,order_95707569,upi,2026-08-30T09:25:51,3290.57
pay_7007172,order_36124991,netbanking,2026-08-30T09:56:51,3614.35
pay_20173718,order_79575112,netbanking,2026-08-30T10:23:51,1843.61
pay_22886052,order_73275233,netbanking,2026-08-30T11:27:51,4708.23
pay_83526757,order_91358842,upi,2026-08-30T11:59:51,4020.43
pay_63631235,order_12733711,upi,2026-08-30T12:49:51,572.59
pay_76935501,order_56825170,card,2026-08-30T13:08:51,4837.0
pay_86957735,order_38726404,netbanking,2026-08-30T13:39:51,2675.69
pay_89533672,order_31070969,card,2026-08-30T14:02:51,4055.21
pay_38232863,order_28678782,card,2026-08-30T14:10:51,3941.01
pay_4082224,order_30015503,card,2026-08-30T14:42:51,1555.98
pay_87268161,order_75112363,netbanking,2026-08-30T15:32:51,1884.96
pay_26570434,order_66066510,netbanking,2026-08-30T15:48:51,1560.86
pay_3918167,order_53695473,netbanking,2026-08-30T16:48:51,542.86
pay_7811095,order_65291537,upi,2026-08-30T17:09:51,1496.59
pay_7538210,order_75897604,card,2026-08-30T17:29:51,575.64
pay_78347951,order_80414191,card,2026-08-30T18:34:51,725.28
pay_24330830,order_49692953,upi,2026-08-30T19:03:51,698.25
pay_29153697,order_8355335,netbanking,2026-08-30T19:37:51,1813.92
pay_24850645,order_31345429,card,2026-08-30T20:18:51,729.0
pay_29460721,order_11590324,card,2026-08-30T21:13:51,2926.63
pay_36390773,order_49209094,card,2026-08-30T21:32:51,3676.32
pay_48802497,order_59225217,card,2026-08-30T22:17:51,2474.77
pay_10208362,order_55396372,card,2026-08-30T23:17:51,2703.37
pay_27371722,order_50857835,upi,2026-08-31T00:13:51,1547.96
pay_17724683,order_70098009,upi,2026-08-31T00:31:51,302.41
pay_89254084,order_58859783,netbanking,2026-08-31T01:13:51,2553.0
pay_87710700,order_18469975,upi,2026-08-31T01:55:51,3868.37
pay_49899591,order_29567462,netbanking,2026-08-31T02:10:51,2019.56
pay_9768520,order_1102430,netbanking,2026-08-31T02:48:51,502.42
pay_77924127,order_71188181,card,2026-08-31T02:59:51,4985.55
pay_22686912,order_75331761,upi,2026-08-31T03:55:51,2296.04
pay_19153084,order_80951172,upi,2026-08-31T04:17:51,2551.06
pay_65442947,order_69159712,netbanking,2026-08-31T05:14:51,4940.0
pay_98997586,order_4962246,card,2026-08-31T06:03:51,3641.51
pay_17413772,order_91724604,netbanking,2026-08-31T06:04:51,1899.18
pay_59948904,order_56061832,card,2026-08-31T06:59:51,2553.69
pay_88175631,order_56668944,netbanking,2026-08-31T07:21:51,4604.16
pay_41028375,order_79303480,card,2026-08-31T08:10:51,2886.56
pay_5565546,order_39129107,netbanking,2026-08-31T08:58:51,536.84
pay_30143859,order_32995165,card,2026-08-31T09:25:51,3305.91
pay_89379458,order_59565944,netbanking,2026-08-31T09:32:51,505.66
pay_48564231,order_87581561,card,2026-08-31T09:42:51,4246.12
pay_26453409,order_26829422,card,2026-08-31T10:42:51,1466.68
pay_97708004,order_29950850,card,2026-08-31T11:26:51,2470.73
pay_72338643,order_96436639,upi,2026-08-31T11:58:51,1456.01
pay_80479824,order_47269793,upi,2026-08-31T12:14:51,857.17
pay_59500715,order_39235950,netbanking,2026-08-31T13:03:51,2871.07
pay_28757512,order_54258599,netbanking,2026-08-31T13:44:51,4663.03
pay_95230839,order_80775300,upi,2026-08-31T14:44:51,4223.95
pay_2032319,order_24344185,netbanking,2026-08-31T15:02:51,2122.42
pay_65635941,order_95544345,upi,2026-08-31T15:40:51,4426.41
pay_67032674,order_62131328,netbanking,2026-08-31T16:14:51,900.53
pay_30869012,order_31772989,upi,2026-08-31T16:45:51,4573.72
pay_52543542,order_50627672,netbanking,2026-08-31T17:35:51,2479.5
pay_2159750,order_86581207,upi,2026-08-31T17:58:51,1543.05
pay_87604103,order_71117831,upi,2026-08-31T18:06:51,2278.59
pay_90549768,order_53942356,upi,2026-08-31T19:08:51,3355.83
pay_87421989,order_8115838,netbanking,2026-08-31T19:36:51,2008.3
pay_10746445,order_38571392,card,2026-08-31T20:25:51,3827.5
pay_349424,order_73094141,card,2026-08-31T20:47:51,4736.62
pay_22966436,order_7684346,card,2026-08-31T21:39:51,837.24
pay_94548120,order_47741010,netbanking,2026-08-31T21:50:51,2530.56
pay_16597763,order_64971274,upi,2026-08-31T22:25:51,4028.82
pay_2109841,order_22350588,card,2026-08-31T22:44:51,2714.75
pay_58744331,order_87440179,upi,2026-08-31T23:32:51,4720.15
pay_26756282,order_53967834,netbanking,2026-08-31T23:52:51,626.77
pay_76357874,order_11852996,card,2026-09-01T00:03:51,1485.6
pay_13845727,order_32524382,netbanking,2026-09-01T00:12:51,3890.59
pay_31262924,order_7637594,netbanking,2026-09-01T00:44:51,4030.02
pay_77088804,order_69712481,netbanking,2026-09-01T00:59:51,1092.05
pay_46555476,order_10197626,card,2026-09-01T01:54:51,793.94
pay_98915533,order_43074075,card,2026-09-01T02:07:51,2096.15
pay_66212516,order_48574383,card,2026-09-01T02:50:51,1626.61
pay_42346369,order_55309460,netbanking,2026-09-01T03:24:51,4450.9
pay_84011647,order_60552835,netbanking,2026-09-01T03:44:51,590.03
pay_73781730,order_88614021,netbanking,2026-09-01T04:10:51,4968.91
pay_66663686,order_73532975,card,2026-09-01T04:50:51,2290.36
pay_15315995,order_37395222,upi,2026-09-01T05:14:51,1919.85
pay_25920249,order_84789509,card,2026-09-01T05:53:51,4605.67
pay_55167857,order_87865434,netbanking,2026-09-01T06:05:51,1425.96
pay_54841742,order_58888456,card,2026-09-01T06:14:51,1708.3
pay_27963282,order_70442669,upi,2026-09-01T06:32:51,4074.97
pay_14236174,order_68983310,netbanking,2026-09-01T06:53:51,3880.1
pay_82932846,order_20706078,card,2026-09-01T07:17:51,226.15
pay_84588333,order_97784556,netbanking,2026-09-01T07:36:51,1043.77
pay_46236843,order_4755976,netbanking,2026-09-01T07:58:51,3421.36
pay_52577052,order_16056460,upi,2026-09-01T08:21:51,4365.83
pay_98782116,order_10637182,card,2026-09-01T09:02:51,2423.05
pay_96068386,order_42395107,card,2026-09-01T09:28:51,3761.46
pay_59460870,order_84732874,upi,2026-09-01T09:30:51,3444.52
pay_27552675,order_56781951,card,2026-09-01T09:53:51,451.08
pay_55138331,order_34369373,netbanking,2026-09-01T10:34:51,519.02
pay_89043693,order_95753443,upi,2026-09-01T10:47:51,4414.53
pay_97230131,order_21402561,netbanking,2026-09-01T11:44:51,563.96
pay_64689342,order_59037215,upi,2026-09-01T12:25:51,2351.24
pay_62962575,order_82376840,card,2026-09-01T13:02:51,3500.24
pay_10623989,order_97064588,card,2026-09-01T13:11:51,1638.71
pay_7288497,order_47091303,upi,2026-09-01T13:42:51,4390.81
pay_96337666,order_3953610,netbanking,2026-09-01T14:38:51,3706.08
pay_77057675,order_41214063,upi,2026-09-01T14:51:51,2714.96
pay_92956103,order_10357164,card,2026-09-01T15:38:51,2864.57
pay_89437983,order_86214055,upi,2026-09-01T16:11:51,2386.83
pay_56840274,order_79171937,upi,2026-09-01T17:04:51,3097.18
pay_10401312,order_12409897,upi,2026-09-01T17:24:51,3697.93
pay_46158739,order_58370211,netbanking,2026-09-01T17:35:51,605.56
pay_2818053,order_89785749,card,2026-09-01T17:40:51,794.01
pay_67284092,order_42960938,card,2026-09-01T18:27:51,4216.77
pay_27298838,order_61713434,card,2026-09-01T19:25:51,3788.72
pay_84631679,order_29522726,netbanking,2026-09-01T20:01:51,3257.03
pay_86027197,order_49898706,upi,2026-09-01T20:50:51,1460.04
pay_55772289,order_26673006,upi,2026-09-01T20:57:51,3268.48
pay_12217301,order_18703965,upi,2026-09-01T21:02:51,338.08
pay_271805,order_99831918,card,2026-09-01T21:17:51,4913.99
pay_96483003,order_55891082,upi,2026-09-01T21:32:51,4798.95
pay_46343301,order_88127623,netbanking,2026-09-01T22:27:51,4597.37
pay_43218007,order_9989008,upi,2026-09-01T22:39:51,4476.27
pay_6379068,order_54743520,card,2026-09-01T23:01:51,1392.11
pay_60524983,order_15321571,card,2026-09-01T23:29:51,4458.33
pay_25080133,order_78090077,card,2026-09-01T23:47:51,703.69
pay_38010335,order_61607826,card,2026-09-02T00:30:51,1890.32
pay_40232680,order_57728415,upi,2026-09-02T01:13:51,886.7
pay_98506405,order_3186728,netbanking,2026-09-02T01:56:51,4975.36
pay_49634923,order_9545745,upi,2026-09-02T02:03:51,2260.94
pay_38498456,order_8973439,netbanking,2026-09-02T02:25:51,255.26
pay_19080197,order_63709846,netbanking,2026-09-02T03:20:51,1161.72
pay_26684675,order_38714730,upi,2026-09-02T04:13:51,3985.43
pay_33685576,order_75691695,upi,2026-09-02T04:27:51,4688.56
pay_97824745,order_62456913,upi,2026-09-02T05:11:51,4103.66
pay_81931222,order_77643536,upi,2026-09-02T05:37:51,1110.59
pay_57978541,order_70657086,netbanking,2026-09-02T06:33:51,124.95
pay_32923393,order_95468745,card,2026-09-02T07:10:51,1188.46
pay_22228114,order_27658167,netbanking,2026-09-02T07:17:51,4701.4
pay_6645346,order_26705973,card,2026-09-02T08:08:51,3274.16
pay_32997867,order_55049636,netbanking,2026-09-02T08:13:51,897.01
pay_82386135,order_94608194,netbanking,2026-09-02T08:20:51,4141.45
pay_13500348,order_13381780,netbanking,2026-09-02T08:52:51,4091.22
pay_8071926,order_51898044,upi,2026-09-02T09:11:51,2866.11
pay_98119856,order_52144678,upi,2026-09-02T09:32:51,2893.06
pay_88967418,order_66413569,card,2026-09-02T10:22:51,2491.94
pay_52921063,order_72017542,card,2026-09-02T11:04:51,2771.1
pay_50457476,order_45953620,card,2026-09-02T11:17:51,1005.95
pay_71666320,order_81036835,netbanking,2026-09-02T11:55:51,4491.42
pay_37027626,order_89086173,card,2026-09-02T12:04:51,3108.59
pay_9291225,order_43824417,netbanking,2026-09-02T12:31:51,1989.06
pay_91098916,order_87325807,card,2026-09-02T13:21:51,4015.76
pay_68981516,order_99478182,upi,2026-09-02T13:41:51,2083.52
pay_36897510,order_80387753,upi,2026-09-02T14:26:51,3635.88
pay_98465729,order_69529882,card,2026-09-02T15:03:51,2372.08
pay_60931063,order_5864208,card,2026-09-02T15:08:51,318.8
pay_77693243,order_22840934,upi,2026-09-02T15:49:51,3478.26
pay_89772001,order_4325955,netbanking,2026-09-02T16:26:51,4163.63
pay_49700209,order_58556035,netbanking,2026-09-02T16:29:51,4390.4
pay_71949776,order_55469791,netbanking,2026-09-02T16:58:51,4337.04
pay_46574077,order_22798864,netbanking,2026-09-02T16:59:51,2531.46
pay_7705974,order_74188345,upi,2026-09-02T17:50:51,3222.72
pay_32253928,order_78813648,netbanking,2026-09-02T18:24:51,500.58
pay_46058347,order_36362344,card,2026-09-02T18:20:51,4093.62
pay_55483608,order_79947127,card,2026-09-02T18:54:51,4793.31
pay_28470425,order_12505596,netbanking,2026-09-02T19:19:51,285.26
pay_70962881,order_96676629,upi,2026-09-02T19:54:51,974.96
pay_57399446,order_84188335,card,2026-09-02T20:16:51,4057.88
pay_77651779,order_9570760,netbanking,2026-09-02T20:33:51,4370.45
pay_86501674,order_19489826,upi,2026-09-02T21:24:51,1880.55
pay_85465243,order_9099976,netbanking,2026-09-02T21:52:51,753.68
pay_65375072,order_38428048,upi,2026-09-02T22:42:51,1034.14
pay_48805992,order_1910062,upi,2026-09-02T23:36:51,3071.65
pay_28448212,order_27391793,netbanking,2026-09-02T23:59:51,4875.82
pay_52978631,order_45055075,upi,2026-09-03T00:06:51,4056.93
pay_7471860,order_79079372,upi,2026-09-03T00:54:51,547.9
pay_84862072,order_76854953,upi,2026-09-03T01:36:51,4650.05
pay_27868199,order_78943457,netbanking,2026-09-03T02:27:51,3940.62
pay_55875685,order_9466021,netbanking,2026-09-03T02:57:51,2693.08
pay_88661544,order_40734635,upi,2026-09-03T03:08:51,3409.76
pay_78800603,order_70979654,card,2026-09-03T04:06:51,4395.25
pay_84076643,order_92015217,upi,2026-09-03T05:05:51,4620.86
pay_49122609,order_46124212,netbanking,2026-09-03T05:31:51,4706.1
pay_923401,order_51838312,netbanking,2026-09-03T06:18:51,3360.82
pay_32126725,order_96061469,upi,2026-09-03T06:59:51,1767.67
pay_27710598,order_7754586,netbanking,2026-09-03T07:19:51,1748.65
pay_1123876,order_37366589,upi,2026-09-03T07:36:51,4339.81
pay_71835359,order_33330170,upi,2026-09-03T08:06:51,2913.83
pay_6025754,order_66895351,card,2026-09-03T08:51:51,2461.06
pay_89057614,order_78206836,upi,2026-09-03T09:12:51,2003.87
pay_41201031,order_77090904,card,2026-09-03T09:50:51,1077.79
pay_43226733,order_86735432,card,2026-09-03T10:42:51,2956.2
pay_25531708,order_27298798,card,2026-09-03T11:25:51,1861.66
pay_87455651,order_78660273,card,2026-09-03T11:32:51,3873.73
pay_48261805,order_37403307,upi,2026-09-03T11:54:51,1071.98
pay_23880604,order_35082994,netbanking,2026-09-03T11:55:51,2699.31
pay_75857881,order_57971778,card,2026-09-03T12:39:51,1569.51
pay_84467132,order_80005077,netbanking,2026-09-03T13:04:51,3275.4
pay_94965709,order_87991312,card,2026-09-03T13:18:51,2847.67
pay_33399562,order_28379926,upi,2026-09-03T14:03:51,1281.79
pay_6555365,order_50101951,netbanking,2026-09-03T14:46:51,2118.95
pay_76634505,order_31021464,upi,2026-09-03T14:56:51,1558.04
pay_56099032,order_7525786,card,2026-09-03T15:16:51,1085.58
pay_9512453,order_21780987,card,2026-09-03T15:56:51,3418.9
pay_40890097,order_45298302,card,2026-09-03T16:54:51,1132.05
pay_89827459,order_42674826,upi,2026-09-03T17:11:51,1622.22
pay_35111450,order_98069533,upi,2026-09-03T18:03:51,2820.2
pay_28079500,order_85739103,card,2026-09-03T18:13:51,1455.35
pay_6487018,order_93952802,card,2026-09-03T18:29:51,4227.01
pay_72501982,order_30846895,upi,2026-09-03T19:21:51,3669.55
pay_91346577,order_39557206,upi,2026-09-03T19:31:51,2683.86
pay_59849482,order_5501209,card,2026-09-03T20:02:51,1223.93
pay_29339376,order_18547733,netbanking,2026-09-03T20:29:51,3316.12
pay_37229444,order_23219879,upi,2026-09-03T21:17:51,3382.53
pay_23341699,order_8441023,upi,2026-09-03T22:14:51,1322.78
pay_42630237,order_14516070,card,2026-09-03T23:14:51,2899.96
pay_75113237,order_50331214,upi,2026-09-03T23:36:51,4895.76
pay_11812785,order_65014811,netbanking,2026-09-03T23:49:51,1101.97
