order_id,amount,fee,tax,currency,created_at,status
order_10408537,4353.51,87.07,15.67,INR,2026-08-21T16:44:44,created
order_8084790,1926.79,38.54,6.94,INR,2026-08-21T17:36:44,created
order_4833193,53.01,1.06,0.19,INR,2026-08-21T17:48:44,created
order_34447861,2095.62,41.91,7.54,INR,2026-08-21T18:11:44,created
order_41873956,2010.72,40.21,7.24,INR,2026-08-21T18:29:44,created
order_26697078,2209.8,44.2,7.96,INR,2026-08-21T19:15:44,created
order_60568147,234.2,4.68,0.84,INR,2026-08-21T20:08:44,created
order_60498605,2222.37,44.45,8.0,INR,2026-08-21T20:54:44,created
order_62501771,2037.96,40.76,7.34,INR,2026-08-21T21:02:44,created
order_77585685,2525.97,50.52,9.09,INR,2026-08-21T21:15:44,created
order_81234171,4853.23,97.06,17.47,INR,2026-08-21T21:27:44,created
order_19650095,2814.68,56.29,10.13,INR,2026-08-21T22:18:44,created
order_80249639,3916.6,78.33,14.1,INR,2026-08-21T23:03:44,created
order_40597642,2697.08,53.94,9.71,INR,2026-08-21T23:10:44,created
order_99432310,920.81,18.42,3.32,INR,2026-08-21T23:47:44,created
order_71882313,2136.11,42.72,7.69,INR,2026-08-22T00:36:44,created
order_25022101,4284.65,85.69,15.42,INR,2026-08-22T01:15:44,created
order_39398648,268.07,5.36,0.96,INR,2026-08-22T02:06:44,created
order_89997881,259.89,5.2,0.94,INR,2026-08-22T02:20:44,created
order_79854022,1444.4,28.89,5.2,INR,2026-08-22T02:49:44,created
order_56046076,3690.11,73.8,13.28,INR,2026-08-22T03:46:44,created
order_20811478,1233.62,24.67,4.44,INR,2026-08-22T04:44:44,created
order_46992373,458.12,9.16,1.65,INR,2026-08-22T04:51:44,created
order_52002135,1482.73,29.65,5.34,INR,2026-08-22T05:26:44,created
order_35021568,178.68,3.57,0.64,INR,2026-08-22T06:17:44,created
order_90382393,2983.49,59.67,10.74,INR,2026-08-22T07:04:44,created
order_71759584,221.75,4.44,0.8,INR,2026-08-22T08:03:44,created
order_48313599,3004.91,60.1,10.82,INR,2026-08-22T08:54:44,created
order_28032300,2217.03,44.34,7.98,INR,2026-08-22T09:48:44,created
order_6910307,1468.57,29.37,5.29,INR,2026-08-22T10:35:44,created
order_6351460,1934.29,38.69,6.96,INR,2026-08-22T11:06:44,created
order_4833328,4896.43,97.93,17.63,INR,2026-08-22T11:57:44,created
order_37307790,3501.64,70.03,12.61,INR,2026-08-22T12:43:44,created
order_25294181,3807.99,76.16,13.71,INR,2026-08-22T13:05:44,created
order_38689712,821.72,16.43,2.96,INR,2026-08-22T14:01:44,created
order_13962488,4333.13,86.66,15.6,INR,2026-08-22T14:17:44,created
order_45055133,3490.38,69.81,12.57,INR,2026-08-22T14:51:44,created
order_52881619,364.78,7.3,1.31,INR,2026-08-22T15:10:44,created
order_41499272,3588.47,71.77,12.92,INR,2026-08-22T15:26:44,created
order_18799952,1779.83,35.6,6.41,INR,2026-08-22T15:44:44,created
order_22444026,3023.95,60.48,10.89,INR,2026-08-22T16:13:44,created
order_31980016,3306.63,66.13,11.9,INR,2026-08-22T17:00:44,created
order_31544026,2519.85,50.4,9.07,INR,2026-08-22T17:33:44,created
order_27888954,785.57,15.71,2.83,INR,2026-08-22T17:39:44,created
order_74866,3373.77,67.48,12.15,INR,2026-08-22T18:29:44,created
order_23075665,3700.11,74.0,13.32,INR,2026-08-22T18:53:44,created
order_1288996,167.42,3.35,0.6,INR,2026-08-22T19:33:44,created
order_44500158,1777.22,35.54,6.4,INR,2026-08-22T19:39:44,created
order_81102534,2548.57,50.97,9.17,INR,2026-08-22T20:04:44,created
order_13322957,4361.39,87.23,15.7,INR,2026-08-22T20:45:44,created
order_44813183,2364.89,47.3,8.51,INR,2026-08-22T21:24:44,created
order_89975431,2431.57,48.63,8.75,INR,2026-08-22T21:49:44,created
order_13279899,4766.74,95.33,17.16,INR,2026-08-22T22:41:44,created
order_15677015,818.66,16.37,2.95,INR,2026-08-22T22:57:44,created
order_94859940,1312.53,26.25,4.72,INR,2026-08-22T23:45:44,created
order_3311715,295.67,5.91,1.06,INR,2026-08-22T23:58:44,created
order_32476346,3516.57,70.33,12.66,INR,2026-08-23T00:44:44,created
order_2153142,3291.86,65.84,11.85,INR,2026-08-23T01:32:44,created
order_61696520,4134.77,82.7,14.89,INR,2026-08-23T02:10:44,created
order_11212919,4180.72,83.61,15.05,INR,2026-08-23T02:57:44,created
order_19678974,4332.99,86.66,15.6,INR,2026-08-23T03:06:44,created
order_87074192,2641.93,52.84,9.51,INR,2026-08-23T03:24:44,created
order_68099137,285.4,5.71,1.03,INR,2026-08-23T04:21:44,created
order_80514453,2671.2,53.42,9.62,INR,2026-08-23T04:31:44,created
order_8518457,4436.69,88.73,15.97,INR,2026-08-23T04:36:44,created
order_1312990,4690.84,93.82,16.89,INR,2026-08-23T04:48:44,created
order_70471766,1629.32,32.59,5.87,INR,2026-08-23T04:56:44,created
order_54672138,3609.31,72.19,12.99,INR,2026-08-23T05:51:44,created
order_89331488,375.05,7.5,1.35,INR,2026-08-23T06:46:44,created
order_2077449,992.31,19.85,3.57,INR,2026-08-23T07:27:44,created
order_46350912,895.93,17.92,3.23,INR,2026-08-23T08:16:44,created
order_42625247,2380.6,47.61,8.57,INR,2026-08-23T08:30:44,created
order_28728657,1653.32,33.07,5.95,INR,2026-08-23T09:16:44,created
order_19494706,2895.26,57.91,10.42,INR,2026-08-23T09:28:44,created
order_45609128,4351.13,87.02,15.66,INR,2026-08-23T10:07:44,created
order_71692197,514.7,10.29,1.85,INR,2026-08-23T10:49:44,created
order_35085804,1568.3,31.37,5.65,INR,2026-08-23T11:27:44,created
order_45129668,2238.52,44.77,8.06,INR,2026-08-23T11:34:44,created
order_99907943,4686.32,93.73,16.87,INR,2026-08-23T11:48:44,created
order_50888643,4766.86,95.34,17.16,INR,2026-08-23T12:13:44,created
order_16170826,1610.48,32.21,5.8,INR,2026-08-23T13:11:44,created
order_81661,3332.08,66.64,12.0,INR,2026-08-23T13:36:44,created
order_93356362,4620.03,92.4,16.63,INR,2026-08-23T13:43:44,created
order_39356861,2413.24,48.26,8.69,INR,2026-08-23T14:18:44,created
order_55466256,514.08,10.28,1.85,INR,2026-08-23T14:23:44,created
order_16052205,1892.27,37.85,6.81,INR,2026-08-23T15:02:44,created
order_28461337,3453.52,69.07,12.43,INR,2026-08-23T15:14:44,created
order_53164364,2799.51,55.99,10.08,INR,2026-08-23T15:30:44,created
order_26848112,669.01,13.38,2.41,INR,2026-08-23T16:14:44,created
order_87274486,264.69,5.29,0.95,INR,2026-08-23T16:51:44,created
order_58562184,2972.06,59.44,10.7,INR,2026-08-23T16:56:44,created
order_65008657,791.85,15.84,2.85,INR,2026-08-23T17:33:44,created
order_4994468,787.88,15.76,2.84,INR,2026-08-23T18:12:44,created
order_55600161,3625.98,72.52,13.05,INR,2026-08-23T18:52:44,created
order_86853240,3678.94,73.58,13.24,INR,2026-08-23T19:46:44,created
order_58903110,1226.75,24.54,4.42,INR,2026-08-23T20:32:44,created
order_5048793,2085.05,41.7,7.51,INR,2026-08-23T21:19:44,created
order_6847676,3092.91,61.86,11.13,INR,2026-08-23T21:32:44,created
order_53902914,80.74,1.61,0.29,INR,2026-08-23T21:39:44,created
order_17678964,2322.79,46.46,8.36,INR,2026-08-23T22:27:44,created
order_67135143,1383.55,27.67,4.98,INR,2026-08-23T22:36:44,created
order_45103667,3011.04,60.22,10.84,INR,2026-08-23T22:42:44,created
order_15578991,1267.81,25.36,4.56,INR,2026-08-23T22:54:44,created
order_93948277,1498.02,29.96,5.39,INR,2026-08-23T23:08:44,created
order_97528475,1381.47,27.63,4.97,INR,2026-08-23T23:58:44,created
order_74963375,2547.61,50.95,9.17,INR,2026-08-24T00:58:44,created
order_81639145,3576.96,71.54,12.88,INR,2026-08-24T01:50:44,created
order_84082381,752.32,15.05,2.71,INR,2026-08-24T02:50:44,created
order_9198262,2739.34,54.79,9.86,INR,2026-08-24T03:36:44,created
order_4346407,4999.97,100.0,18.0,INR,2026-08-24T03:57:44,created
order_71774892,158.5,3.17,0.57,INR,2026-08-24T04:45:44,created
order_65439546,1161.51,23.23,4.18,INR,2026-08-24T05:16:44,created
order_68949664,3273.9,65.48,11.79,INR,2026-08-24T06:07:44,created
order_23611789,2552.72,51.05,9.19,INR,2026-08-24T07:02:44,created
order_19734687,260.05,5.2,0.94,INR,2026-08-24T07:27:44,created
order_93341781,4863.62,97.27,17.51,INR,2026-08-24T08:06:44,created
order_56564362,4568.88,91.38,16.45,INR,2026-08-24T08:23:44,created
order_72856567,780.4,15.61,2.81,INR,2026-08-24T08:34:44,created
order_96653336,3631.32,72.63,13.07,INR,2026-08-24T09:00:44,created
order_5912973,870.93,17.42,3.14,INR,2026-08-24T09:38:44,created
order_37234484,2828.36,56.57,10.18,INR,2026-08-24T10:10:44,created
order_19960416,3648.59,72.97,13.13,INR,2026-08-24T10:16:44,created
order_5691180,1853.94,37.08,6.67,INR,2026-08-24T11:02:44,created
order_7618207,4270.39,85.41,15.37,INR,2026-08-24T11:33:44,created
order_51820481,79.88,1.6,0.29,INR,2026-08-24T12:16:44,created
order_37808852,302.26,6.05,1.09,INR,2026-08-24T12:55:44,created
order_70930539,2182.66,43.65,7.86,INR,2026-08-24T13:11:44,created
order_98700482,4619.43,92.39,16.63,INR,2026-08-24T13:22:44,created
order_69084678,3652.44,73.05,13.15,INR,2026-08-24T13:54:44,created
order_32093504,2935.37,58.71,10.57,INR,2026-08-24T14:40:44,created
order_75935194,2485.55,49.71,8.95,INR,2026-08-24T15:20:44,created
order_6270094,1467.45,29.35,5.28,INR,2026-08-24T15:39:44,created
order_11066138,2264.26,45.29,8.15,INR,2026-08-24T16:39:44,created
order_65228482,1113.49,22.27,4.01,INR,2026-08-24T17:03:44,created
order_63533305,3834.53,76.69,13.8,INR,2026-08-24T17:50:44,created
order_38848142,2562.66,51.25,9.22,INR,2026-08-24T18:49:44,created
order_97665064,3316.75,66.34,11.94,INR,2026-08-24T19:36:44,created
order_98532030,3878.44,77.57,13.96,INR,2026-08-24T19:50:44,created
order_3489163,2717.95,54.36,9.78,INR,2026-08-24T20:03:44,created
order_52522296,4781.65,95.63,17.21,INR,2026-08-24T20:43:44,created
order_88960632,2298.33,45.97,8.27,INR,2026-08-24T21:06:44,created
order_79540671,2297.03,45.94,8.27,INR,2026-08-24T21:57:44,created
order_1582951,2692.6,53.85,9.69,INR,2026-08-24T22:22:44,created
order_4656922,4125.45,82.51,14.85,INR,2026-08-24T22:42:44,created
order_97416921,1866.69,37.33,6.72,INR,2026-08-24T23:24:44,created
order_80121374,1469.84,29.4,5.29,INR,2026-08-24T23:45:44,created
order_41079166,4337.76,86.76,15.62,INR,2026-08-25T00:37:44,created
order_58758387,2063.82,41.28,7.43,INR,2026-08-25T00:58:44,created
order_88235475,732.34,14.65,2.64,INR,2026-08-25T01:49:44,created
order_38464179,2100.58,42.01,7.56,INR,2026-08-25T02:18:44,created
order_72223783,3438.59,68.77,12.38,INR,2026-08-25T02:23:44,created
order_55123994,102.44,2.05,0.37,INR,2026-08-25T02:31:44,created
order_51092021,4298.62,85.97,15.47,INR,2026-08-25T02:56:44,created
order_67567779,1251.72,25.03,4.51,INR,2026-08-25T03:56:44,created
order_96487096,3969.83,79.4,14.29,INR,2026-08-25T04:36:44,created
order_88010514,3845.09,76.9,13.84,INR,2026-08-25T05:23:44,created
order_93590228,490.57,9.81,1.77,INR,2026-08-25T05:58:44,created
order_1765250,4733.96,94.68,17.04,INR,2026-08-25T06:06:44,created
order_36962286,3683.2,73.66,13.26,INR,2026-08-25T06:57:44,created
order_20924905,4372.81,87.46,15.74,INR,2026-08-25T07:06:44,created
order_3964278,595.27,11.91,2.14,INR,2026-08-25T07:50:44,created
order_25001208,331.7,6.63,1.19,INR,2026-08-25T08:08:44,created
order_78245763,160.36,3.21,0.58,INR,2026-08-25T08:39:44,created
order_62901367,4497.42,89.95,16.19,INR,2026-08-25T09:01:44,created
order_93284818,2893.72,57.87,10.42,INR,2026-08-25T09:32:44,created
order_99274033,4165.97,83.32,15.0,INR,2026-08-25T09:39:44,created
order_31139369,335.81,6.72,1.21,INR,2026-08-25T10:11:44,created
order_8535151,4652.84,93.06,16.75,INR,2026-08-25T11:02:44,created
order_93646314,3155.41,63.11,11.36,INR,2026-08-25T11:48:44,created
order_25050064,829.3,16.59,2.99,INR,2026-08-25T12:08:44,created
order_95944597,4561.49,91.23,16.42,INR,2026-08-25T12:39:44,created
order_4684062,3183.4,63.67,11.46,INR,2026-08-25T13:16:44,created
order_27800085,1182.3,23.65,4.26,INR,2026-08-25T13:32:44,created
order_46903753,4153.3,83.07,14.95,INR,2026-08-25T14:21:44,created
order_13412740,3873.62,77.47,13.94,INR,2026-08-25T14:46:44,created
order_51732004,4013.8,80.28,14.45,INR,2026-08-25T15:13:44,created
order_80637690,4831.32,96.63,17.39,INR,2026-08-25T15:48:44,created
order_81734175,2696.83,53.94,9.71,INR,2026-08-25T15:55:44,created
order_89327840,1115.74,22.31,4.02,INR,2026-08-25T16:03:44,created
order_88302471,2954.4,59.09,10.64,INR,2026-08-25T16:26:44,created
order_20892557,2209.0,44.18,7.95,INR,2026-08-25T17:16:44,created
order_60289156,3799.99,76.0,13.68,INR,2026-08-25T18:00:44,created
order_66969347,4012.21,80.24,14.44,INR,2026-08-25T18:43:44,created
order_50689135,825.79,16.52,2.97,INR,2026-08-25T18:57:44,created
order_3354225,2671.48,53.43,9.62,INR,2026-08-25T19:25:44,created
order_19944775,633.8,12.68,2.28,INR,2026-08-25T19:59:44,created
order_62199212,1663.75,33.27,5.99,INR,2026-08-25T20:55:44,created
order_96186551,4305.59,86.11,15.5,INR,2026-08-25T21:02:44,created
order_90123109,691.77,13.84,2.49,INR,2026-08-25T21:43:44,created
order_25354488,1439.61,28.79,5.18,INR,2026-08-25T21:48:44,created
order_41095804,919.06,18.38,3.31,INR,2026-08-25T22:43:44,created
order_98971726,4148.14,82.96,14.93,INR,2026-08-25T23:30:44,created
order_58913671,4938.4,98.77,17.78,INR,2026-08-26T00:13:44,created
order_75104621,3608.05,72.16,12.99,INR,2026-08-26T00:59:44,created
order_3183676,4878.36,97.57,17.56,INR,2026-08-26T01:39:44,created
order_66640411,2941.3,58.83,10.59,INR,2026-08-26T02:18:44,created
order_3310276,2239.5,44.79,8.06,INR,2026-08-26T03:03:44,created
order_46833123,3627.29,72.55,13.06,INR,2026-08-26T03:36:44,created
order_72463521,2087.5,41.75,7.51,INR,2026-08-26T03:59:44,created
order_42328333,3277.14,65.54,11.8,INR,2026-08-26T04:21:44,created
order_67747939,2503.87,50.08,9.01,INR,2026-08-26T04:53:44,created
order_3739372,2857.91,57.16,10.29,INR,2026-08-26T05:04:44,created
order_76551534,3198.67,63.97,11.51,INR,2026-08-26T05:19:44,created
order_1079819,4093.0,81.86,14.73,INR,2026-08-26T06:07:44,created
order_71678243,1397.44,27.95,5.03,INR,2026-08-26T07:02:44,created
order_62767484,4106.23,82.12,14.78,INR,2026-08-26T07:30:44,created
order_85212735,677.99,13.56,2.44,INR,2026-08-26T08:25:44,created
order_42169916,4033.4,80.67,14.52,INR,2026-08-26T08:34:44,created
order_64575633,4559.19,91.18,16.41,INR,2026-08-26T09:01:44,created
order_99177995,3594.44,71.89,12.94,INR,2026-08-26T09:39:44,created
order_82037454,545.04,10.9,1.96,INR,2026-08-26T10:14:44,created
order_23908777,373.7,7.47,1.34,INR,2026-08-26T10:42:44,created
order_20841992,4291.56,85.83,15.45,INR,2026-08-26T11:13:44,created
order_4512883,4081.57,81.63,14.69,INR,2026-08-26T11:18:44,created
order_91651863,3721.75,74.44,13.4,INR,2026-08-26T12:14:44,created
order_34233092,3336.08,66.72,12.01,INR,2026-08-26T12:45:44,created
order_86006361,4704.75,94.09,16.94,INR,2026-08-26T13:30:44,created
order_18435627,227.54,4.55,0.82,INR,2026-08-26T14:03:44,created
order_6661360,848.66,16.97,3.05,INR,2026-08-26T14:15:44,created
order_6442886,3342.31,66.85,12.03,INR,2026-08-26T15:01:44,created
order_86217675,763.72,15.27,2.75,INR,2026-08-26T15:48:44,created
order_93994953,3366.39,67.33,12.12,INR,2026-08-26T16:09:44,created
order_82330647,3706.64,74.13,13.34,INR,2026-08-26T16:43:44,created
order_90275386,4530.36,90.61,16.31,INR,2026-08-26T17:29:44,created
order_87902033,1347.12,26.94,4.85,INR,2026-08-26T17:58:44,created
order_12626563,1424.63,28.49,5.13,INR,2026-08-26T18:10:44,created
order_69738799,3072.97,61.46,11.06,INR,2026-08-26T18:15:44,created
order_72093804,2676.06,53.52,9.63,INR,2026-08-26T19:11:44,created
order_89430336,1686.4,33.73,6.07,INR,2026-08-26T19:50:44,created
order_20417634,1515.16,30.3,5.45,INR,2026-08-26T19:55:44,created
order_9610476,4455.79,89.12,16.04,INR,2026-08-26T20:43:44,created
order_81656684,2547.64,50.95,9.17,INR,2026-08-26T20:51:44,created
order_28735869,3966.37,79.33,14.28,INR,2026-08-26T21:29:44,created
order_70279468,200.87,4.02,0.72,INR,2026-08-26T21:50:44,created
order_31617880,1922.88,38.46,6.92,INR,2026-08-26T21:56:44,created
order_6382844,4638.84,92.78,16.7,INR,2026-08-26T22:48:44,created
order_878511,2304.88,46.1,8.3,INR,2026-08-26T23:38:44,created
order_11860072,3939.08,78.78,14.18,INR,2026-08-27T00:04:44,created
order_71073030,4707.27,94.15,16.95,INR,2026-08-27T01:04:44,created
order_109625,4835.46,96.71,17.41,INR,2026-08-27T01:21:44,created
order_15609546,1788.64,35.77,6.44,INR,2026-08-27T02:05:44,created
order_28566264,3667.61,73.35,13.2,INR,2026-08-27T02:23:44,created
order_7364895,945.6,18.91,3.4,INR,2026-08-27T02:33:44,created
order_42822709,124.11,2.48,0.45,INR,2026-08-27T03:10:44,created
order_96509527,4151.04,83.02,14.94,INR,2026-08-27T04:09:44,created
order_3617136,128.56,2.57,0.46,INR,2026-08-27T04:22:44,created
order_8813689,1252.11,25.04,4.51,INR,2026-08-27T04:45:44,created
order_73311037,4278.97,85.58,15.4,INR,2026-08-27T04:54:44,created
order_75555838,1050.02,21.0,3.78,INR,2026-08-27T05:14:44,created
order_25550427,4307.19,86.14,15.51,INR,2026-08-27T06:07:44,created
order_34470118,3240.67,64.81,11.67,INR,2026-08-27T06:46:44,created
order_93780639,2227.95,44.56,8.02,INR,2026-08-27T07:28:44,created
order_22937049,3324.46,66.49,11.97,INR,2026-08-27T08:00:44,created
order_19624785,3025.94,60.52,10.89,INR,2026-08-27T08:45:44,created
order_63193378,2505.08,50.1,9.02,INR,2026-08-27T09:30:44,created
order_87092758,1212.38,24.25,4.37,INR,2026-08-27T10:04:44,created
order_43473465,4113.28,82.27,14.81,INR,2026-08-27T10:58:44,created
order_65470389,1139.4,22.79,4.1,INR,2026-08-27T11:50:44,created
order_15655017,1421.44,28.43,5.12,INR,2026-08-27T12:13:44,created
order_77148482,4920.14,98.4,17.71,INR,2026-08-27T13:13:44,created
order_73249449,961.53,19.23,3.46,INR,2026-08-27T13:57:44,created
order_43258716,3581.44,71.63,12.89,INR,2026-08-27T14:14:44,created
order_79426861,4278.89,85.58,15.4,INR,2026-08-27T14:32:44,created
order_12600242,3265.41,65.31,11.76,INR,2026-08-27T14:56:44,created
order_74482147,3849.05,76.98,13.86,INR,2026-08-27T15:16:44,created
order_70084698,3820.01,76.4,13.75,INR,2026-08-27T15:45:44,created
order_41168145,4721.03,94.42,17.0,INR,2026-08-27T16:45:44,created
order_38414025,2604.75,52.09,9.38,INR,2026-08-27T17:33:44,created
order_4391227,3325.09,66.5,11.97,INR,2026-08-27T18:14:44,created
order_59340986,3438.48,68.77,12.38,INR,2026-08-27T18:28:44,created
order_42008995,461.39,9.23,1.66,INR,2026-08-27T18:56:44,created
order_20654886,3824.13,76.48,13.77,INR,2026-08-27T19:28:44,created
order_42801054,2255.66,45.11,8.12,INR,2026-08-27T20:09:44,created
order_29431338,2354.34,47.09,8.48,INR,2026-08-27T20:24:44,created
order_42311990,889.55,17.79,3.2,INR,2026-08-27T20:41:44,created
order_42997621,1642.55,32.85,5.91,INR,2026-08-27T21:27:44,created
order_88992515,3890.02,77.8,14.0,INR,2026-08-27T22:14:44,created
order_83972355,2021.58,40.43,7.28,INR,2026-08-27T22:40:44,created
order_5678925,920.26,18.41,3.31,INR,2026-08-27T23:15:44,created
order_68426197,4539.11,90.78,16.34,INR,2026-08-28T00:13:44,created
order_64853596,1118.12,22.36,4.02,INR,2026-08-28T01:04:44,created
order_64078615,3881.59,77.63,13.97,INR,2026-08-28T01:21:44,created
order_17573954,547.29,10.95,1.97,INR,2026-08-28T02:19:44,created
order_1356747,3107.19,62.14,11.19,INR,2026-08-28T03:11:44,created
order_12583406,2819.03,56.38,10.15,INR,2026-08-28T03:20:44,created
order_72051299,205.65,4.11,0.74,INR,2026-08-28T04:09:44,created
order_49952526,3670.53,73.41,13.21,INR,2026-08-28T04:16:44,created
order_42952160,751.54,15.03,2.71,INR,2026-08-28T05:08:44,created
order_16122397,837.13,16.74,3.01,INR,2026-08-28T05:45:44,created
order_92285533,1028.96,20.58,3.7,INR,2026-08-28T06:42:44,created
order_97803482,3884.69,77.69,13.98,INR,2026-08-28T07:11:44,created
order_23369412,328.69,6.57,1.18,INR,2026-08-28T07:31:44,created
order_74552057,249.34,4.99,0.9,INR,2026-08-28T07:47:44,created
order_21101682,3029.9,60.6,10.91,INR,2026-08-28T08:29:44,created
order_81807696,2863.83,57.28,10.31,INR,2026-08-28T09:18:44,created
order_16784290,373.65,7.47,1.34,INR,2026-08-28T09:59:44,created
order_18758816,4243.93,84.88,15.28,INR,2026-08-28T10:47:44,created
order_68793399,1351.68,27.03,4.87,INR,2026-08-28T11:07:44,created
order_5821214,592.86,11.86,2.13,INR,2026-08-28T11:15:44,created
order_63643226,4380.57,87.61,15.77,INR,2026-08-28T11:28:44,created
order_542752,3245.05,64.9,11.68,INR,2026-08-28T11:38:44,created
order_79230704,1319.76,26.4,4.75,INR,2026-08-28T12:29:44,created
order_69851427,1920.07,38.4,6.91,INR,2026-08-28T12:36:44,created
order_68929345,2482.83,49.66,8.94,INR,2026-08-28T12:50:44,created
order_20115033,1395.51,27.91,5.02,INR,2026-08-28T13:19:44,created
order_76063587,4128.82,82.58,14.86,INR,2026-08-28T13:47:44,created
order_71421887,3537.05,70.74,12.73,INR,2026-08-28T14:21:44,created
order_20007422,3082.6,61.65,11.1,INR,2026-08-28T14:45:44,created
order_80343968,4592.62,91.85,16.53,INR,2026-08-28T14:55:44,created
order_74231944,483.33,9.67,1.74,INR,2026-08-28T15:45:44,created
order_96961513,1975.35,39.51,7.11,INR,2026-08-28T16:45:44,created
order_13805764,848.48,16.97,3.05,INR,2026-08-28T17:33:44,created
order_98397473,4360.82,87.22,15.7,INR,2026-08-28T18:22:44,created
order_88070062,3684.26,73.69,13.26,INR,2026-08-28T19:09:44,created
order_31907208,2476.66,49.53,8.92,INR,2026-08-28T19:20:44,created
order_88430926,1390.24,27.8,5.0,INR,2026-08-28T20:05:44,created
order_55179711,1594.0,31.88,5.74,INR,2026-08-28T20:24:44,created
order_18295644,4055.31,81.11,14.6,INR,2026-08-28T20:39:44,created
order_82507452,3917.15,78.34,14.1,INR,2026-08-28T21:31:44,created
order_15611417,2006.84,40.14,7.23,INR,2026-08-28T22:29:44,created
order_5309585,673.12,13.46,2.42,INR,2026-08-28T22:39:44,created
order_833562,1950.79,39.02,7.02,INR,2026-08-28T22:57:44,created
