settlement_id,payment_ids,utr,settled_amount,settled_at
setl_81753152,"pay_66038344,pay_91958016,pay_66894292,pay_81737651",UTR368321225897,13610.21,2026-08-08T10:45:28
setl_66337781,"pay_53136883,pay_31479782",UTR44415418878,5252.18,2026-08-09T03:12:28
setl_65531670,"pay_61628357,pay_47915786,pay_17916928,pay_85726745",UTR217173790515,7224.219999999999,2026-08-07T12:16:28
setl_61845943,"pay_55999733,pay_89424323,pay_7755124,pay_960778",UTR273980705460,6612.969999999999,2026-08-09T22:58:28
setl_57954906,"pay_65066734,pay_93847009,pay_92908871",UTR877342883143,8665.9,2026-08-11T09:49:28
setl_61107030,"pay_83530593,pay_75284888,pay_89239385",UTR461853959739,6858.07,2026-08-08T01:16:28
setl_44114956,"pay_58660660,pay_16162453,pay_97396134,pay_72486883",UTR958781669846,10812.17,2026-08-11T07:36:28
setl_53625661,"pay_48854489,pay_13968282,pay_22474655,pay_70274910",UTR261714504186,13845.95,2026-08-11T02:13:28
setl_29135087,"pay_50703787,pay_42115940,pay_85529348",UTR307295248904,6389.52,2026-08-10T09:33:28
setl_20753801,"pay_43471896,pay_78831024",UTR858521300653,6131.91,2026-08-06T10:49:28
setl_54779346,"pay_5841157,pay_88544647",UTR686069274681,9912.64,2026-08-08T15:00:28
setl_60413211,"pay_48205612,pay_94055425,pay_57511816",UTR492329592276,6301.09,2026-08-09T10:50:28
setl_6931698,"pay_90962035,pay_49074892,pay_56632335",UTR862085345785,2388.46,2026-08-11T02:42:28
setl_43678624,"pay_8853689,pay_53099588",UTR328566610960,6774.969999999999,2026-08-05T10:09:28
setl_5204386,"pay_14500831,pay_68919556",UTR949855926180,5551.82,2026-08-07T05:50:28
setl_28500692,"pay_71661032,pay_58354339",UTR772275723491,6541.34,2026-08-09T16:01:28
setl_47912053,"pay_34836098,pay_22508203",UTR774832975310,5288.02,2026-08-05T15:19:28
setl_60127233,"pay_85287361,pay_49354098",UTR535782982050,5115.24,2026-08-07T16:54:28
setl_60674449,"pay_14473081,pay_21431458",UTR752769787544,5417.59,2026-08-09T10:15:28
setl_78347531,"pay_63768983,pay_45429500",UTR713120008079,4985.389999999999,2026-08-07T18:39:28
setl_57374098,"pay_96346130,pay_22099751,pay_44275031",UTR668506730017,7109.28,2026-08-11T03:06:28
setl_40853186,"pay_49427622,pay_43366625,pay_81071132",UTR855943845884,6763.64,2026-08-10T19:39:28
setl_97966991,"pay_36555687,pay_50154492",UTR13167787957,6903.71,2026-08-10T18:12:28
setl_16044128,"pay_32112625,pay_79963142,pay_10526402,pay_47841404",UTR566754384345,9893.33,2026-08-10T01:07:28
setl_31556047,"pay_47926571,pay_94434947",UTR330553141470,9078.44,2026-08-09T01:44:28
setl_56204049,"pay_54496990,pay_26845570,pay_74652694,pay_60016193",UTR761859060200,9675.86,2026-08-10T22:54:28
setl_53807757,"pay_32262597,pay_68782253,pay_13982970",UTR618564965802,5484.64,2026-08-04T16:06:28
setl_26766476,"pay_34811798,pay_65788341",UTR502384185019,1738.3400000000001,2026-08-03T02:32:28
setl_98923497,"pay_53685603,pay_54527700,pay_28561947,pay_59640703",UTR211556527315,15372.46,2026-08-10T11:49:28
setl_29556055,"pay_11571759,pay_92166700",UTR640124425842,6907.58,2026-07-31T12:56:28
setl_88033644,"pay_45047199,pay_70482318",UTR922200617613,2393.7,2026-08-06T14:37:28
setl_38741887,"pay_51348249,pay_29546595",UTR732278778944,7153.9400000000005,2026-08-09T17:37:28
setl_28267850,"pay_20025534,pay_87526805,pay_73592380,pay_42150071",UTR306522233256,11375.54,2026-08-11T07:25:28
setl_46868835,"pay_89520991,pay_36188526,pay_61200591",UTR673889723065,6005.53,2026-08-05T12:11:28
setl_95480229,"pay_20795591,pay_33614017",UTR301409114524,6681.7699999999995,2026-08-09T22:04:28
setl_53826304,"pay_14156163,pay_80702567",UTR748168723230,1398.37,2026-08-08T07:48:28
setl_28018726,"pay_77391933,pay_87103118,pay_56890555",UTR916677176561,6774.6,2026-08-08T20:04:28
setl_7639371,"pay_99830508,pay_7368950,pay_12140060",UTR259811563980,10560.7,2026-08-11T03:29:28
setl_39934452,"pay_25621437,pay_80372732,pay_79198452,pay_64377018",UTR359991259534,10926.68,2026-08-08T09:30:28
setl_12148341,"pay_61803318,pay_56349852,pay_57707396",UTR166935199167,1891.04,2026-08-10T11:25:28
setl_18252799,"pay_36244933,pay_59949285,pay_25974005,pay_92543989",UTR581613186081,15028.41,2026-08-09T03:52:28
setl_76186644,"pay_83162228,pay_71799769,pay_93065632",UTR359578826595,5706.19,2026-08-08T21:07:28
setl_76298285,"pay_34834811,pay_59131736",UTR716065585969,2750.81,2026-08-05T10:02:28
setl_59574981,"pay_91650874,pay_41969482,pay_79660031",UTR799719083615,5920.57,2026-08-08T18:35:28
setl_12040182,"pay_92104865,pay_1835792",UTR56004269632,5705.040000000001,2026-08-02T07:50:28
setl_81220705,"pay_24836848,pay_43478344,pay_60307862,pay_39871506",UTR838134437562,6494.77,2026-08-10T20:43:28
setl_83634817,"pay_41513693,pay_32475631",UTR673990356884,4388.54,2026-08-10T06:09:28
setl_76451309,"pay_98688863,pay_45415215,pay_45326430,pay_50787076",UTR426832219623,13970.72,2026-08-10T22:17:28
setl_26135009,"pay_14372528,pay_17520056",UTR675869455689,4760.51,2026-08-10T03:22:28
setl_78156816,"pay_98962519,pay_846953,pay_61668026",UTR700476378741,10458.5,2026-08-10T13:19:28
setl_42132681,"pay_46027956,pay_30155414,pay_99016141",UTR713120008079,9478.380000000001,2026-08-09T12:05:28
setl_38671628,"pay_45639364,pay_38014359,pay_1745800",UTR791948964753,6756.44,2026-08-10T08:04:28
setl_90445656,"pay_83150452,pay_26420979,pay_86066409,pay_40840677",UTR442133988835,7567.86,2026-08-11T14:56:28
setl_18598758,"pay_45189788,pay_44194651",UTR626015931729,2236.31,2026-08-03T14:34:28
setl_21607831,"pay_51271739,pay_28301108",UTR250614294000,2022.58,2026-08-04T06:00:28
setl_17731658,"pay_11500228,pay_23509848,pay_31606302",UTR52912392112,5734.94,2026-08-06T05:50:28
setl_42131744,"pay_60228067,pay_92088741,pay_41968577",UTR890141967719,3406.29,2026-08-05T10:13:28
setl_4513718,"pay_893843,pay_75507606,pay_77318468,pay_58956428",UTR324327202775,8999.98,2026-08-10T22:15:28
setl_24115127,"pay_79162976,pay_32719199,pay_3045542,pay_7027135",UTR865486600560,13446.949999999999,2026-08-04T17:09:28
setl_19740012,"pay_90833245,pay_78473707,pay_5845686",UTR808267737328,9282.060000000001,2026-08-04T00:46:28
setl_54898760,"pay_61051789,pay_69175030,pay_94624684",UTR635526022934,10000.380000000001,2026-08-09T18:20:28
setl_71765437,"pay_63141961,pay_25207377,pay_6568471",UTR772124776315,9169.45,2026-08-06T20:08:28
setl_96207382,"pay_5828902,pay_46994040,pay_41107634",UTR380588192199,6820.47,2026-08-06T05:52:28
setl_8989874,"pay_62180393,pay_34393667,pay_81201977",UTR362928802343,5109.79,2026-08-06T02:26:28
setl_11767091,"pay_30381750,pay_96370256",UTR730496893939,2758.84,2026-08-05T10:14:28
setl_21036115,"pay_70273091,pay_57064537,pay_7769356,pay_74907",UTR984371839587,8544.67,2026-08-11T04:53:28
setl_37577979,"pay_84973883,pay_55832015,pay_60918482",UTR933313300215,3566.25,2026-08-06T12:11:28
setl_25864852,"pay_15464029,pay_28794486,pay_37325272,pay_97542575",UTR318579893909,11659.02,2026-08-10T03:36:28
setl_73131273,"pay_55752436,pay_27607188",UTR20365744163,3650.4399999999996,2026-08-10T00:27:28
setl_24573417,"pay_34941908,pay_18649010,pay_96174498",UTR119242291257,5556.88,2026-08-03T04:06:28
setl_91436400,"pay_86893651,pay_11647396,pay_58067023",UTR729571865520,6586.59,2026-08-11T19:20:28
setl_23853880,"pay_31689746,pay_10463453,pay_7478558,pay_62186232",UTR334084445062,12469.61,2026-08-09T13:30:28
setl_75814983,"pay_52229033,pay_24349323,pay_97622436",UTR790918049382,12545.06,2026-08-09T02:42:28
setl_98700717,"pay_33967363,pay_41060908,pay_89928441,pay_96849197",UTR786691124890,16498.45,2026-08-10T18:23:28
setl_57780709,"pay_9577050,pay_28424837,pay_29380667,pay_87108290",UTR903481668491,11150.18,2026-08-06T09:43:28
setl_43374105,"pay_29074336,pay_77460330",UTR552446761162,4380.99,2026-08-10T22:02:28
setl_54794622,"pay_90036638,pay_82838225",UTR499290529741,4617.73,2026-08-11T10:58:28
setl_60112058,"pay_90442263,pay_33412416,pay_85403216,pay_99534126",UTR718297392317,8124.54,2026-08-07T23:45:28
setl_3381395,"pay_5639657,pay_59101131,pay_80242819,pay_37087281",UTR776437043221,12218.01,2026-08-07T11:14:28
setl_36497621,"pay_36799649,pay_99149173,pay_39065866",UTR932146431164,13431.27,2026-08-09T16:25:28
setl_28067978,"pay_33435931,pay_45380850,pay_98248350",UTR884340755062,9956.5,2026-08-10T18:50:28
setl_61929615,"pay_31495210,pay_21659069",UTR934830800763,6669.67,2026-08-07T11:42:28
setl_97732654,"pay_29903438,pay_18263006,pay_34362092",UTR704626614465,6810.450000000001,2026-08-09T00:10:28
setl_30326160,"pay_3067039,pay_30190642,pay_56313192",UTR45814464380,10297.119999999999,2026-08-11T12:12:28
setl_33892909,"pay_92929622,pay_97014627,pay_40001987",UTR913279352469,5607.38,2026-08-07T23:05:28
setl_36587499,"pay_704313,pay_42438852",UTR89638317089,4673.24,2026-08-07T00:13:28
setl_31225802,"pay_32612328,pay_6659315",UTR338119428041,5098.52,2026-08-10T06:57:28
setl_89155144,"pay_98161366,pay_74611086,pay_68322829,pay_96332955",UTR772275723491,8714.49,2026-08-08T10:12:28
setl_75234529,"pay_60454648,pay_45690597,pay_61476622",UTR928466604048,7053.2,2026-08-04T02:47:28
setl_45262167,"pay_44301661,pay_52410496,pay_30873753",UTR211684569457,3474.24,2026-08-10T17:43:28
setl_19290101,"pay_38974593,pay_28906494,pay_267795,pay_87746255",UTR482007496333,12724.93,2026-08-09T12:46:28
setl_28637918,"pay_62604561,pay_37094226,pay_62094495",UTR676303676249,5711.639999999999,2026-08-10T05:45:28
setl_70985321,"pay_64089192,pay_84912201",UTR158728841472,2990.85,2026-08-05T04:51:28
setl_10548360,"pay_17317939,pay_75635424,pay_27371866,pay_29289613",UTR331123104445,14234.699999999999,2026-08-10T15:35:28
setl_61896961,"pay_84490310,pay_98241261,pay_4790467,pay_9209414",UTR255336920842,14218.1,2026-08-08T13:50:28
setl_24649527,"pay_83321885,pay_13272714,pay_16646609",UTR168237613767,11922.19,2026-08-10T23:00:28
setl_12454669,"pay_32002168,pay_10070180,pay_36227436",UTR635526022934,5496.08,2026-08-10T23:55:28
setl_24371502,"pay_94142044,pay_965186",UTR234975953819,4981.12,2026-08-08T19:00:28
setl_37398338,"pay_44141506,pay_98921676,pay_35191703",UTR671884484764,5965.06,2026-08-07T12:14:28
setl_59466844,"pay_49175205,pay_93694297",UTR807507675769,6920.25,2026-08-02T02:08:28
setl_66624958,"pay_21206239,pay_22477789,pay_60290737,pay_57279442",UTR103875202587,13876.86,2026-08-08T08:51:28
setl_13316818,"pay_31023689,pay_32199315,pay_12642275",UTR28781800601,2667.83,2026-08-07T10:21:28
setl_97955399,"pay_41562450,pay_8464760,pay_95586594",UTR418205554336,11206.5,2026-08-10T01:04:28
setl_53456119,"pay_84235671,pay_33468634,pay_36602286",UTR451763786168,7363.889999999999,2026-08-08T21:30:28
setl_36829640,"pay_54515533,pay_99623222,pay_59551330,pay_51255794",UTR846360746624,6076.96,2026-08-10T07:12:28
setl_4988579,"pay_69348397,pay_52344090",UTR610508552666,6340.49,2026-08-01T16:11:28
setl_58692866,"pay_6457505,pay_84363435",UTR496970884057,6234.91,2026-08-03T21:00:28
setl_84281874,"pay_45793112,pay_91665447,pay_83570115,pay_35124849",UTR253822122960,9769.76,2026-08-07T21:59:28
setl_88859851,"pay_62620962,pay_10823108",UTR823680799314,4498.53,2026-08-09T00:40:28
setl_33653447,"pay_86011565,pay_46177773,pay_52966095,pay_55885769",UTR750912195899,11673.05,2026-08-08T09:21:28
setl_6872775,"pay_14467837,pay_54931090,pay_6807270,pay_30842309",UTR124505705448,8815.36,2026-08-11T03:47:28
setl_79471287,"pay_80459989,pay_43490121,pay_67733684",UTR263984081472,7616.37,2026-08-10T17:32:28
setl_10716657,"pay_7043318,pay_96617580,pay_96210120",UTR579862576638,4285.13,2026-08-09T00:48:28
setl_99028665,"pay_73963666,pay_36666462,pay_33287264,pay_15849611",UTR627834618355,9064.59,2026-08-05T10:00:28
setl_59342666,"pay_63737380,pay_25887263,pay_21060157",UTR672131604625,7901.86,2026-08-09T01:53:28
setl_69500616,"pay_51851055,pay_94910696,pay_42094697",UTR639930942261,11462.8,2026-08-10T15:32:28
setl_69968773,"pay_38253831,pay_27760309,pay_41128012,pay_11813639",UTR925225719033,10076.43,2026-08-10T19:50:28
setl_86529475,"pay_31328156,pay_26800887,pay_77007570,pay_80129464",UTR880517352766,11313.789999999999,2026-08-07T01:09:28
setl_95644197,"pay_36552103,pay_87244413,pay_37369335,pay_88367779",UTR477566278631,10678.71,2026-08-11T15:43:28
setl_12249051,"pay_8610763,pay_88704633,pay_22580066,pay_91388738",UTR907020430707,11838.44,2026-08-10T05:29:28
setl_70341233,"pay_31745761,pay_23939142,pay_39310382",UTR519048172692,7896.68,2026-08-10T00:21:28
setl_45353171,"pay_73188957,pay_34857657,pay_71037127,pay_3640007",UTR872992003381,7514.01,2026-08-09T17:05:28
