order_id,amount,fee,tax,currency,created_at,status
order_37539499,4343.3,86.87,15.64,INR,2026-07-31T05:05:28,created
order_9652221,4604.84,92.1,16.58,INR,2026-07-31T05:23:28,created
order_67440676,4617.64,92.35,16.62,INR,2026-07-31T05:29:28,created
order_55411611,4785.15,95.7,17.23,INR,2026-07-31T06:11:28,created
order_51869347,1146.14,22.92,4.13,INR,2026-07-31T07:00:28,created
order_89276270,2557.03,51.14,9.21,INR,2026-07-31T07:27:28,created
order_66751602,320.14,6.4,1.15,INR,2026-07-31T07:49:28,created
order_7536315,4905.12,98.1,17.66,INR,2026-07-31T08:30:28,created
order_79971487,699.44,13.99,2.52,INR,2026-07-31T09:06:28,created
order_83391382,4758.0,95.16,17.13,INR,2026-07-31T09:23:28,created
order_15228644,2803.59,56.07,10.09,INR,2026-07-31T10:16:28,created
order_91016103,1906.63,38.13,6.86,INR,2026-07-31T11:03:28,created
order_7295158,2027.26,40.55,7.3,INR,2026-07-31T11:57:28,created
order_64179559,4513.54,90.27,16.25,INR,2026-07-31T12:51:28,created
order_8616535,2223.21,44.46,8.0,INR,2026-07-31T13:09:28,created
order_29199497,581.8,11.64,2.1,INR,2026-07-31T13:16:28,created
order_72276489,2697.56,53.95,9.71,INR,2026-07-31T13:29:28,created
order_16273788,3360.77,67.22,12.1,INR,2026-07-31T14:02:28,created
order_13179018,566.94,11.34,2.04,INR,2026-07-31T14:45:28,created
order_26165667,1532.98,30.66,5.52,INR,2026-07-31T15:27:28,created
order_69003593,431.91,8.64,1.56,INR,2026-07-31T15:33:28,created
order_9686386,875.25,17.5,3.15,INR,2026-07-31T16:10:28,created
order_63458188,3735.0,74.7,13.45,INR,2026-07-31T16:55:28,created
order_90540844,4682.95,93.66,16.86,INR,2026-07-31T17:23:28,created
order_88987004,754.5,15.09,2.72,INR,2026-07-31T17:59:28,created
order_10501319,4805.94,96.12,17.3,INR,2026-07-31T18:39:28,created
order_27791910,2750.07,55.0,9.9,INR,2026-07-31T19:00:28,created
order_37882160,270.69,5.41,0.97,INR,2026-07-31T19:51:28,created
order_50734810,2607.4,52.15,9.39,INR,2026-07-31T20:29:28,created
order_26949186,1252.2,25.04,4.51,INR,2026-07-31T20:38:28,created
order_99705906,4281.32,85.63,15.41,INR,2026-07-31T21:37:28,created
order_27028440,1349.73,26.99,4.86,INR,2026-07-31T21:59:28,created
order_31914777,2356.14,47.12,8.48,INR,2026-07-31T22:18:28,created
order_20215358,1312.77,26.26,4.73,INR,2026-07-31T22:48:28,created
order_86960116,3255.13,65.1,11.72,INR,2026-07-31T22:56:28,created
order_83666820,4358.77,87.18,15.69,INR,2026-07-31T23:44:28,created
order_52797404,232.81,4.66,0.84,INR,2026-08-01T00:36:28,created
order_9290516,1895.08,37.9,6.82,INR,2026-08-01T00:52:28,created
order_60806358,668.51,13.37,2.41,INR,2026-08-01T01:20:28,created
order_69618768,4301.88,86.04,15.49,INR,2026-08-01T01:57:28,created
order_95948023,4725.82,94.52,17.01,INR,2026-08-01T02:14:28,created
order_55224159,4528.02,90.56,16.3,INR,2026-08-01T02:24:28,created
order_91610240,3225.98,64.52,11.61,INR,2026-08-01T03:07:28,created
order_97990360,1058.3,21.17,3.81,INR,2026-08-01T03:14:28,created
order_77880957,429.23,8.58,1.54,INR,2026-08-01T04:11:28,created
order_63422200,3559.48,71.19,12.81,INR,2026-08-01T05:06:28,created
order_14564139,2583.97,51.68,9.3,INR,2026-08-01T05:17:28,created
order_84260815,3338.52,66.77,12.02,INR,2026-08-01T05:22:28,created
order_93991326,2520.97,50.42,9.08,INR,2026-08-01T06:03:28,created
order_9621228,4034.7,80.69,14.52,INR,2026-08-01T06:17:28,created
order_76780676,2933.16,58.66,10.56,INR,2026-08-01T07:16:28,created
order_435880,1820.7,36.41,6.55,INR,2026-08-01T07:59:28,created
order_38539631,1203.79,24.08,4.33,INR,2026-08-01T08:52:28,created
order_63801106,627.79,12.56,2.26,INR,2026-08-01T09:11:28,created
order_90695304,685.29,13.71,2.47,INR,2026-08-01T09:24:28,created
order_13036499,1909.17,38.18,6.87,INR,2026-08-01T09:48:28,created
order_7769414,4048.04,80.96,14.57,INR,2026-08-01T10:01:28,created
order_81177029,1036.24,20.72,3.73,INR,2026-08-01T10:16:28,created
order_98528329,2191.36,43.83,7.89,INR,2026-08-01T10:38:28,created
order_43724829,1272.61,25.45,4.58,INR,2026-08-01T11:12:28,created
order_85341065,3414.86,68.3,12.29,INR,2026-08-01T12:09:28,created
order_61603081,552.82,11.06,1.99,INR,2026-08-01T12:17:28,created
order_9756943,950.95,19.02,3.42,INR,2026-08-01T12:35:28,created
order_48752800,1849.01,36.98,6.66,INR,2026-08-01T12:57:28,created
order_2087179,1206.81,24.14,4.35,INR,2026-08-01T13:41:28,created
order_29333150,1037.21,20.74,3.73,INR,2026-08-01T14:31:28,created
order_66098039,1692.07,33.84,6.09,INR,2026-08-01T15:19:28,created
order_2995724,3619.5,72.39,13.03,INR,2026-08-01T15:33:28,created
order_28691394,4458.15,89.16,16.05,INR,2026-08-01T15:38:28,created
order_78894420,1618.62,32.37,5.83,INR,2026-08-01T15:57:28,created
order_20731508,4037.23,80.74,14.53,INR,2026-08-01T16:45:28,created
order_93773334,1727.36,34.55,6.22,INR,2026-08-01T17:44:28,created
order_29721399,2173.33,43.47,7.82,INR,2026-08-01T17:52:28,created
order_49230922,1087.4,21.75,3.92,INR,2026-08-01T18:46:28,created
order_46242120,4279.0,85.58,15.4,INR,2026-08-01T19:18:28,created
order_67977224,324.0,6.48,1.17,INR,2026-08-01T19:46:28,created
order_27426079,3746.1,74.92,13.49,INR,2026-08-01T20:21:28,created
order_36047634,3509.7,70.19,12.63,INR,2026-08-01T21:07:28,created
order_7324829,764.46,15.29,2.75,INR,2026-08-01T22:04:28,created
order_72571932,1861.62,37.23,6.7,INR,2026-08-01T22:43:28,created
order_75989874,850.1,17.0,3.06,INR,2026-08-01T23:31:28,created
order_68994739,4803.0,96.06,17.29,INR,2026-08-01T23:57:28,created
order_66365128,4242.42,84.85,15.27,INR,2026-08-02T00:20:28,created
order_17609309,1680.43,33.61,6.05,INR,2026-08-02T01:19:28,created
order_36923846,2274.04,45.48,8.19,INR,2026-08-02T01:25:28,created
order_25565302,1021.73,20.43,3.68,INR,2026-08-02T02:02:28,created
order_31195118,4753.73,95.07,17.11,INR,2026-08-02T02:28:28,created
order_74662825,4356.77,87.14,15.69,INR,2026-08-02T02:41:28,created
order_82944057,2158.71,43.17,7.77,INR,2026-08-02T03:01:28,created
order_89247836,1597.05,31.94,5.75,INR,2026-08-02T03:18:28,created
order_50341956,2798.73,55.97,10.07,INR,2026-08-02T04:05:28,created
order_43653874,411.37,8.23,1.48,INR,2026-08-02T04:17:28,created
order_53612831,4187.95,83.76,15.08,INR,2026-08-02T05:06:28,created
order_79866655,4016.51,80.33,14.46,INR,2026-08-02T05:54:28,created
order_27362184,797.83,15.96,2.87,INR,2026-08-02T05:59:28,created
order_58926044,3686.22,73.72,13.27,INR,2026-08-02T06:49:28,created
order_67019830,1904.47,38.09,6.86,INR,2026-08-02T07:22:28,created
order_4226080,1061.21,21.22,3.82,INR,2026-08-02T07:39:28,created
order_14419669,805.34,16.11,2.9,INR,2026-08-02T08:25:28,created
order_17783471,3133.27,62.67,11.28,INR,2026-08-02T08:49:28,created
order_71787850,1830.33,36.61,6.59,INR,2026-08-02T09:25:28,created
order_55841310,2428.57,48.57,8.74,INR,2026-08-02T09:34:28,created
order_59403999,3763.31,75.27,13.55,INR,2026-08-02T10:06:28,created
order_89770602,1962.31,39.25,7.06,INR,2026-08-02T10:56:28,created
order_30586662,4168.44,83.37,15.01,INR,2026-08-02T11:25:28,created
order_80935058,2574.93,51.5,9.27,INR,2026-08-02T12:23:28,created
order_14016754,2851.41,57.03,10.27,INR,2026-08-02T12:40:28,created
order_79129485,4533.5,90.67,16.32,INR,2026-08-02T13:05:28,created
order_40210553,4125.76,82.52,14.85,INR,2026-08-02T13:19:28,created
order_2120808,1293.48,25.87,4.66,INR,2026-08-02T13:58:28,created
order_10355460,4218.9,84.38,15.19,INR,2026-08-02T14:04:28,created
order_79140720,3074.53,61.49,11.07,INR,2026-08-02T14:15:28,created
order_68211919,867.09,17.34,3.12,INR,2026-08-02T14:52:28,created
order_22376277,4325.74,86.51,15.57,INR,2026-08-02T15:51:28,created
order_6055329,2831.11,56.62,10.19,INR,2026-08-02T16:41:28,created
order_85438555,1136.56,22.73,4.09,INR,2026-08-02T17:19:28,created
order_99917734,3556.2,71.12,12.8,INR,2026-08-02T17:46:28,created
order_49579944,3620.16,72.4,13.03,INR,2026-08-02T18:41:28,created
order_49518997,2167.64,43.35,7.8,INR,2026-08-02T19:10:28,created
order_29103400,3003.68,60.07,10.81,INR,2026-08-02T19:26:28,created
order_66358833,1081.84,21.64,3.9,INR,2026-08-02T19:50:28,created
order_19102325,4185.77,83.72,15.07,INR,2026-08-02T20:17:28,created
order_66914113,4934.92,98.7,17.77,INR,2026-08-02T20:50:28,created
order_73444862,1277.96,25.56,4.6,INR,2026-08-02T21:32:28,created
order_33115096,4941.17,98.82,17.79,INR,2026-08-02T22:25:28,created
order_34533238,2528.63,50.57,9.1,INR,2026-08-02T23:00:28,created
order_73211652,4691.97,93.84,16.89,INR,2026-08-02T23:52:28,created
order_11653751,1012.55,20.25,3.65,INR,2026-08-03T00:19:28,created
order_97949908,2337.01,46.74,8.41,INR,2026-08-03T01:16:28,created
order_5983922,1199.62,23.99,4.32,INR,2026-08-03T01:49:28,created
order_38745949,2611.66,52.23,9.4,INR,2026-08-03T02:16:28,created
order_69224646,3272.23,65.44,11.78,INR,2026-08-03T03:09:28,created
order_69342980,826.36,16.53,2.98,INR,2026-08-03T03:19:28,created
order_99676203,1155.54,23.11,4.16,INR,2026-08-03T04:03:28,created
order_10117049,4532.62,90.65,16.32,INR,2026-08-03T04:33:28,created
order_32597263,770.65,15.41,2.77,INR,2026-08-03T05:01:28,created
order_95337704,2244.19,44.88,8.08,INR,2026-08-03T05:27:28,created
order_35952696,2088.68,41.77,7.52,INR,2026-08-03T06:17:28,created
order_35241736,2914.91,58.3,10.49,INR,2026-08-03T06:23:28,created
order_90768172,160.96,3.22,0.58,INR,2026-08-03T06:52:28,created
order_29703513,4257.55,85.15,15.33,INR,2026-08-03T07:51:28,created
order_62530254,1124.28,22.49,4.05,INR,2026-08-03T08:14:28,created
order_23914651,811.2,16.22,2.92,INR,2026-08-03T08:27:28,created
order_53699718,1844.35,36.89,6.64,INR,2026-08-03T08:54:28,created
order_34239654,2523.77,50.48,9.09,INR,2026-08-03T09:37:28,created
order_8083515,452.24,9.04,1.63,INR,2026-08-03T09:49:28,created
order_86906209,2683.75,53.68,9.66,INR,2026-08-03T10:15:28,created
order_22446974,4001.55,80.03,14.41,INR,2026-08-03T11:01:28,created
order_90482677,1630.91,32.62,5.87,INR,2026-08-03T11:11:28,created
order_93595509,3836.75,76.73,13.81,INR,2026-08-03T12:07:28,created
order_99165258,698.7,13.97,2.51,INR,2026-08-03T12:30:28,created
order_4956779,2970.18,59.4,10.69,INR,2026-08-03T13:02:28,created
order_25338871,1020.17,20.4,3.67,INR,2026-08-03T13:07:28,created
order_23200307,362.4,7.25,1.3,INR,2026-08-03T13:34:28,created
order_50028898,168.46,3.37,0.61,INR,2026-08-03T14:05:28,created
order_40522826,4438.55,88.77,15.98,INR,2026-08-03T14:30:28,created
order_49793585,4178.66,83.57,15.04,INR,2026-08-03T14:40:28,created
order_16770681,3574.15,71.48,12.87,INR,2026-08-03T15:01:28,created
order_87987944,495.42,9.91,1.78,INR,2026-08-03T15:43:28,created
order_68411727,1682.04,33.64,6.06,INR,2026-08-03T16:00:28,created
order_25223654,2870.82,57.42,10.34,INR,2026-08-03T16:27:28,created
order_11734743,2237.78,44.76,8.06,INR,2026-08-03T17:08:28,created
order_79738567,866.16,17.32,3.12,INR,2026-08-03T17:59:28,created
order_86115622,3743.37,74.87,13.48,INR,2026-08-03T18:57:28,created
order_5061174,3324.06,66.48,11.97,INR,2026-08-03T19:48:28,created
order_27339782,4153.37,83.07,14.95,INR,2026-08-03T20:42:28,created
order_15602029,1993.78,39.88,7.18,INR,2026-08-03T21:38:28,created
order_10282679,624.87,12.5,2.25,INR,2026-08-03T22:33:28,created
order_95158448,2173.3,43.47,7.82,INR,2026-08-03T23:01:28,created
order_14206258,1378.38,27.57,4.96,INR,2026-08-03T23:40:28,created
order_68707883,922.08,18.44,3.32,INR,2026-08-04T00:11:28,created
order_1937556,4624.09,92.48,16.65,INR,2026-08-04T00:31:28,created
order_89167124,1302.73,26.05,4.69,INR,2026-08-04T01:20:28,created
order_47077714,2890.07,57.8,10.4,INR,2026-08-04T01:43:28,created
order_76213992,3856.41,77.13,13.88,INR,2026-08-04T02:22:28,created
order_66999571,476.77,9.54,1.72,INR,2026-08-04T02:57:28,created
order_82423498,4928.41,98.57,17.74,INR,2026-08-04T03:51:28,created
order_19927642,3778.9,75.58,13.6,INR,2026-08-04T04:17:28,created
order_69056092,3823.76,76.48,13.77,INR,2026-08-04T04:37:28,created
order_78176059,1234.33,24.69,4.44,INR,2026-08-04T04:50:28,created
order_49016360,389.65,7.79,1.4,INR,2026-08-04T05:24:28,created
order_80390277,3055.33,61.11,11.0,INR,2026-08-04T06:10:28,created
order_48012110,3909.29,78.19,14.07,INR,2026-08-04T07:10:28,created
order_10557301,832.09,16.64,3.0,INR,2026-08-04T07:37:28,created
order_31284770,3274.58,65.49,11.79,INR,2026-08-04T07:57:28,created
order_51382657,1407.18,28.14,5.07,INR,2026-08-04T08:42:28,created
order_30985059,3860.06,77.2,13.9,INR,2026-08-04T09:03:28,created
order_15666559,2549.41,50.99,9.18,INR,2026-08-04T09:27:28,created
order_51125694,4033.43,80.67,14.52,INR,2026-08-04T10:20:28,created
order_17657523,265.59,5.31,0.96,INR,2026-08-04T11:18:28,created
order_17225593,2601.2,52.02,9.36,INR,2026-08-04T11:47:28,created
order_41385167,3446.27,68.93,12.41,INR,2026-08-04T12:02:28,created
order_50410945,3366.59,67.33,12.12,INR,2026-08-04T12:42:28,created
order_58243958,994.54,19.89,3.58,INR,2026-08-04T13:10:28,created
order_17144041,663.93,13.28,2.39,INR,2026-08-04T13:18:28,created
order_57304936,1040.07,20.8,3.74,INR,2026-08-04T14:18:28,created
order_22405936,2987.89,59.76,10.76,INR,2026-08-04T15:07:28,created
order_26741592,2171.06,43.42,7.82,INR,2026-08-04T16:01:28,created
order_53119531,403.21,8.06,1.45,INR,2026-08-04T16:53:28,created
order_36568995,2263.42,45.27,8.15,INR,2026-08-04T17:11:28,created
order_58062388,3037.42,60.75,10.93,INR,2026-08-04T17:58:28,created
order_62859943,4769.96,95.4,17.17,INR,2026-08-04T18:56:28,created
order_33150654,309.16,6.18,1.11,INR,2026-08-04T19:23:28,created
order_90322449,4949.77,99.0,17.82,INR,2026-08-04T19:32:28,created
order_91237267,1807.91,36.16,6.51,INR,2026-08-04T20:05:28,created
order_53708750,1256.7,25.13,4.52,INR,2026-08-04T20:48:28,created
order_6705688,1566.82,31.34,5.64,INR,2026-08-04T21:36:28,created
order_13633894,4681.53,93.63,16.85,INR,2026-08-04T22:04:28,created
order_28180084,1615.16,32.3,5.81,INR,2026-08-04T22:22:28,created
order_24429029,1582.84,31.66,5.7,INR,2026-08-04T22:56:28,created
order_84884551,319.32,6.39,1.15,INR,2026-08-04T23:53:28,created
order_37737702,4943.15,98.86,17.79,INR,2026-08-05T00:40:28,created
order_48779638,288.16,5.76,1.04,INR,2026-08-05T00:58:28,created
order_58793212,1188.64,23.77,4.28,INR,2026-08-05T01:03:28,created
order_81793866,3224.16,64.48,11.61,INR,2026-08-05T01:16:28,created
order_31366469,932.88,18.66,3.36,INR,2026-08-05T01:42:28,created
order_95540338,3596.95,71.94,12.95,INR,2026-08-05T02:35:28,created
order_26767953,754.94,15.1,2.72,INR,2026-08-05T02:56:28,created
order_32373406,4811.83,96.24,17.32,INR,2026-08-05T03:13:28,created
order_91133236,4195.84,83.92,15.11,INR,2026-08-05T03:57:28,created
order_44524196,4444.46,88.89,16.0,INR,2026-08-05T04:02:28,created
order_57850397,4274.12,85.48,15.39,INR,2026-08-05T04:44:28,created
order_20484944,2834.75,56.7,10.21,INR,2026-08-05T05:11:28,created
order_96785950,2265.54,45.31,8.16,INR,2026-08-05T06:07:28,created
order_26760795,4147.67,82.95,14.93,INR,2026-08-05T06:37:28,created
order_1557639,2230.8,44.62,8.03,INR,2026-08-05T06:48:28,created
order_71205764,2371.98,47.44,8.54,INR,2026-08-05T07:31:28,created
order_30034890,1665.57,33.31,6.0,INR,2026-08-05T07:52:28,created
order_42532562,2126.85,42.54,7.66,INR,2026-08-05T08:30:28,created
order_91188352,749.22,14.98,2.7,INR,2026-08-05T09:26:28,created
order_1101776,3385.54,67.71,12.19,INR,2026-08-05T10:06:28,created
order_45480970,1679.92,33.6,6.05,INR,2026-08-05T10:41:28,created
order_59863555,264.97,5.3,0.95,INR,2026-08-05T11:07:28,created
order_6895560,4491.5,89.83,16.17,INR,2026-08-05T11:33:28,created
order_57573367,2548.65,50.97,9.17,INR,2026-08-05T11:57:28,created
order_39291372,3262.59,65.25,11.74,INR,2026-08-05T12:19:28,created
order_28128843,4643.04,92.86,16.71,INR,2026-08-05T12:57:28,created
order_58643276,3798.42,75.97,13.67,INR,2026-08-05T13:40:28,created
order_87341443,3603.28,72.07,12.97,INR,2026-08-05T14:40:28,created
order_49777768,2213.43,44.27,7.97,INR,2026-08-05T15:16:28,created
order_7429552,2496.84,49.94,8.99,INR,2026-08-05T15:35:28,created
order_37507180,4102.67,82.05,14.77,INR,2026-08-05T16:08:28,created
order_63346765,1817.55,36.35,6.54,INR,2026-08-05T16:33:28,created
order_86733917,4346.62,86.93,15.65,INR,2026-08-05T17:05:28,created
order_93808570,2591.78,51.84,9.33,INR,2026-08-05T17:13:28,created
order_19372441,1899.72,37.99,6.84,INR,2026-08-05T17:21:28,created
order_71518421,3835.39,76.71,13.81,INR,2026-08-05T17:54:28,created
order_49121555,2008.33,40.17,7.23,INR,2026-08-05T18:16:28,created
order_24512858,1428.2,28.56,5.14,INR,2026-08-05T18:34:28,created
order_91376172,1215.65,24.31,4.38,INR,2026-08-05T19:33:28,created
order_21694588,2944.14,58.88,10.6,INR,2026-08-05T19:46:28,created
order_54943905,1460.82,29.22,5.26,INR,2026-08-05T20:34:28,created
order_45686656,4719.48,94.39,16.99,INR,2026-08-05T20:59:28,created
order_98418293,2279.59,45.59,8.21,INR,2026-08-05T21:45:28,created
order_38740337,2147.47,42.95,7.73,INR,2026-08-05T22:24:28,created
order_44208515,3604.17,72.08,12.97,INR,2026-08-05T22:56:28,created
order_23584869,3199.7,63.99,11.52,INR,2026-08-05T23:06:28,created
order_2809679,2340.07,46.8,8.42,INR,2026-08-05T23:13:28,created
order_60304079,4712.44,94.25,16.96,INR,2026-08-05T23:55:28,created
order_10424436,309.76,6.2,1.12,INR,2026-08-06T00:02:28,created
order_67632811,171.24,3.42,0.62,INR,2026-08-06T00:40:28,created
order_26348226,3897.84,77.96,14.03,INR,2026-08-06T00:46:28,created
order_44718067,1334.72,26.69,4.8,INR,2026-08-06T01:09:28,created
order_41483213,59.88,1.2,0.22,INR,2026-08-06T01:43:28,created
order_17683260,1384.65,27.69,4.98,INR,2026-08-06T02:28:28,created
order_17806573,381.04,7.62,1.37,INR,2026-08-06T02:39:28,created
order_33417371,376.53,7.53,1.36,INR,2026-08-06T03:24:28,created
order_57177068,449.16,8.98,1.62,INR,2026-08-06T03:42:28,created
order_27219734,539.5,10.79,1.94,INR,2026-08-06T04:04:28,created
order_41947845,1683.86,33.68,6.06,INR,2026-08-06T04:19:28,created
order_42763354,3698.27,73.97,13.31,INR,2026-08-06T05:13:28,created
order_88431282,1387.55,27.75,5.0,INR,2026-08-06T06:08:28,created
order_74531074,2641.76,52.84,9.51,INR,2026-08-06T06:27:28,created
order_15206972,1283.13,25.66,4.62,INR,2026-08-06T06:48:28,created
order_9798566,1653.5,33.07,5.95,INR,2026-08-06T07:13:28,created
order_90509962,4899.62,97.99,17.64,INR,2026-08-06T08:04:28,created
order_93298729,3463.06,69.26,12.47,INR,2026-08-06T08:26:28,created
order_4536726,1653.93,33.08,5.95,INR,2026-08-06T09:10:28,created
order_90866168,4122.09,82.44,14.84,INR,2026-08-06T09:25:28,created
order_36351693,2079.22,41.58,7.48,INR,2026-08-06T10:23:28,created
order_698119,1602.47,32.05,5.77,INR,2026-08-06T10:28:28,created
order_20277290,2109.11,42.18,7.59,INR,2026-08-06T11:03:28,created
order_62897170,4921.79,98.44,17.72,INR,2026-08-06T11:27:28,created
order_95882448,1210.99,24.22,4.36,INR,2026-08-06T11:35:28,created
order_98594870,3020.13,60.4,10.87,INR,2026-08-06T12:31:28,created
order_92248821,3550.34,71.01,12.78,INR,2026-08-06T12:49:28,created
order_59643799,1884.52,37.69,6.78,INR,2026-08-06T13:35:28,created
order_50283495,1520.65,30.41,5.47,INR,2026-08-06T14:17:28,created
order_27154316,1205.39,24.11,4.34,INR,2026-08-06T14:36:28,created
order_27418757,3936.64,78.73,14.17,INR,2026-08-06T15:11:28,created
order_37317174,3927.48,78.55,14.14,INR,2026-08-06T16:04:28,created
order_86067083,1386.73,27.73,4.99,INR,2026-08-06T16:45:28,created
order_20480946,3211.63,64.23,11.56,INR,2026-08-06T17:11:28,created
order_88654860,816.95,16.34,2.94,INR,2026-08-06T17:37:28,created
order_40756016,4961.04,99.22,17.86,INR,2026-08-06T18:33:28,created
order_83601882,3807.15,76.14,13.71,INR,2026-08-06T18:43:28,created
order_19289820,257.99,5.16,0.93,INR,2026-08-06T19:17:28,created
order_66263021,4316.79,86.34,15.54,INR,2026-08-06T19:32:28,created
order_48273095,314.26,6.29,1.13,INR,2026-08-06T19:53:28,created
order_21826513,2801.68,56.03,10.09,INR,2026-08-06T19:58:28,created
order_10028820,1237.52,24.75,4.46,INR,2026-08-06T20:41:28,created
order_64494199,2087.19,41.74,7.51,INR,2026-08-06T21:29:28,created
order_47024019,2322.88,46.46,8.36,INR,2026-08-06T22:21:28,created
order_57043509,4723.9,94.48,17.01,INR,2026-08-06T23:01:28,created
order_94819732,2191.53,43.83,7.89,INR,2026-08-06T23:09:28,created
order_51851696,3961.36,79.23,14.26,INR,2026-08-06T23:24:28,created
order_22810692,1677.96,33.56,6.04,INR,2026-08-07T00:22:28,created
order_51774200,723.55,14.47,2.6,INR,2026-08-07T01:01:28,created
order_16363691,4239.99,84.8,15.26,INR,2026-08-07T01:53:28,created
order_68462783,3720.86,74.42,13.4,INR,2026-08-07T02:12:28,created
order_25710927,362.18,7.24,1.3,INR,2026-08-07T02:25:28,created
order_75959236,4120.57,82.41,14.83,INR,2026-08-07T02:44:28,created
order_56888579,4577.86,91.56,16.48,INR,2026-08-07T03:44:28,created
order_43990402,3253.58,65.07,11.71,INR,2026-08-07T04:19:28,created
order_20208649,4927.83,98.56,17.74,INR,2026-08-07T04:49:28,created
order_16937463,1234.28,24.69,4.44,INR,2026-08-07T05:18:28,created
order_72365972,3647.41,72.95,13.13,INR,2026-08-07T06:03:28,created
order_33716569,3940.91,78.82,14.19,INR,2026-08-07T06:44:28,created
order_4091386,1657.06,33.14,5.97,INR,2026-08-07T06:56:28,created
order_7619475,3677.43,73.55,13.24,INR,2026-08-07T07:41:28,created
order_13712155,4891.13,97.82,17.61,INR,2026-08-07T08:40:28,created
order_82009084,4577.8,91.56,16.48,INR,2026-08-07T09:38:28,created
order_59953562,2111.09,42.22,7.6,INR,2026-08-07T10:21:28,created
order_68756194,4000.35,80.01,14.4,INR,2026-08-07T11:08:28,created
order_22155061,85.6,1.71,0.31,INR,2026-08-07T11:40:28,created
order_88366532,3297.35,65.95,11.87,INR,2026-08-07T11:46:28,created
order_33255951,3130.64,62.61,11.27,INR,2026-08-07T12:04:28,created
order_94834578,3670.23,73.4,13.21,INR,2026-08-07T12:25:28,created
order_75408813,1230.25,24.61,4.43,INR,2026-08-07T13:04:28,created
order_85257660,2075.88,41.52,7.47,INR,2026-08-07T13:54:28,created
order_70562166,4926.98,98.54,17.74,INR,2026-08-07T14:52:28,created
order_29461672,840.4,16.81,3.03,INR,2026-08-07T15:49:28,created
order_14119686,944.56,18.89,3.4,INR,2026-08-07T16:15:28,created
order_47736264,612.13,12.24,2.2,INR,2026-08-07T16:43:28,created
order_95069630,3156.64,63.13,11.36,INR,2026-08-07T17:04:28,created
order_96803738,3433.91,68.68,12.36,INR,2026-08-07T17:21:28,created
order_51269331,2530.79,50.62,9.11,INR,2026-08-07T18:10:28,created
order_57419186,583.77,11.68,2.1,INR,2026-08-07T18:41:28,created
order_7868920,135.18,2.7,0.49,INR,2026-08-07T19:01:28,created
